"morandin.ogg","module","blast2GOannotation"
"EOG7CGGTN",25,"Cytochrome b5-related protein"
"EOG7CKC29",25,"hypothetical protein SINV_11827"
"EOG7CKC2X",25,"PREDICTED: cytochrome b5-like isoform 2"
"EOG7CP7B0",25,"hypothetical protein EAG_14587"
"EOG7CS3J4",25,"hypothetical protein SINV_12016"
"EOG7CS3JF",25,"ATP-binding cassette sub-family G member 1"
"EOG7CS3JW",25,"hypothetical protein EAG_09490"
"EOG7CVZS3",25,"hypothetical protein SINV_03028"
"EOG7CVZS8",25,"Protein ar nine N-methyltransferase 6"
"EOG7CVZSH",25,"Transmembrane protein 147"
"EOG7D2Q81",25,"PREDICTED: cyclin-dependent kinase-like 5-like"
"EOG7D2Q8B",25,"hypothetical protein SINV_03929"
"EOG7D5KGT",25,"Vacuolar proton pump subunit H"
"EOG7D5KGW",25,"hypothetical protein G5I_08040"
"EOG7D5KHQ",25,"PREDICTED: uncharacterized protein LOC100864442"
"EOG7DK2FQ",25,"Differentially expressed in FDCP 8-like protein"
"EOG7DNXPV",25,"putative saccharopine dehydrogenase"
"EOG7DNXQ6",25,"hypothetical protein SINV_03937"
"EOG7DRSX7",25,"UPF0518 protein CG3558"
"EOG7DZJD7",25,"hypothetical protein SINV_03968"
"EOG7DZJF2",25,"40S ribosomal protein S24"
"EOG7F2DNM",25,"Trimeric intracellular cation channel type B"
"EOG7F58W5",25,"Merlin"
"EOG7F58WD",25,"Cytochromecoxidasesubunit5B,mitochondrial"
"EOG7F8545",25,"hypothetical protein SINV_09347"
"EOG7FC1BN",25,"hypothetical protein SINV_09092"
"EOG7FC1C9",25,"hypothetical protein SINV_04699"
"EOG7FC1CJ",25,"hypothetical protein SINV_08894"
"EOG7FC1CN",25,"RING finger protein 185"
"EOG7FFWM7",25,"hypothetical protein G5I_08044"
"EOG7FFWM8",25,"Acyl-CoA Delta(11) desaturase"
"EOG7FJRTT",25,"hypothetical protein SINV_13325"
"EOG7FNN3D",25,"PREDICTED: SPRY domain-containing protein 7-like"
"EOG7FRHBC",25,"hypothetical protein SINV_01974"
"EOG7FVCKD",25,"hypothetical protein EAG_14019"
"EOG7FVCKQ",25,"PREDICTED: E3 ubiquitin-protein ligase RNF34-like"
"EOG7G241M",25,"Transmembrane and TPR repeat-containing protein 4"
"EOG7G241S",25,"Sepiapterin reductase"
"EOG7G2427",25,"hypothetical protein G5I_12854"
"EOG7G508Q",25,"hypothetical protein SINV_08627"
"EOG7G7VHR",25,"Arrestin domain-containing protein 3"
"EOG7G7VJ6",25,"40S ribosomal protein S20"
"EOG7G7VJC",25,"hypothetical protein EAG_09069"
"EOG7GFM0M",25,"Pyrroline-5-carboxylate reductase 2"
"EOG7GFM10",25,"hypothetical protein SINV_16263"
"EOG7GJG89",25,"Pro-resilin"
"EOG7GR6Q5",25,"Transmembrane protein 15"
"EOG7GR6QX",25,"ProteinACN9-likeprotein,mitochondrial"
"EOG7GXZ5S",25,"GABA neurotransmitter transporter-1A"
"EOG7H1TDP",25,"MIP36301p1"
"EOG7H1TFH",25,"hypothetical protein SINV_06201"
"EOG7H4PP1",25,"Uncharacterized protein KIAA0831"
"EOG7H7JWH",25,"C-1-tetrahydrofolatesynthase,cytoplasmic"
"EOG7H7JWP",25,"FGGY carbohydrate kinase domain-containing protein"
"EOG7HF9CB",25,"hypothetical protein SINV_09171"
"EOG7HF9D6",25,"Ras-related protein Rab-11B"
"EOG7HJ5MW",25,"hypothetical protein SINV_01292"
"EOG7HN1W0",25,"N-acetyltransferase 5"
"EOG7HQX40",25,"Estradiol 17-beta-dehydrogenase 8"
"EOG7HTSBH",25,"hypothetical protein SINV_05762"
"EOG7J1HT9",25,"PREDICTED: choline/ethanolaminephosphotransferase 1-like isoform 3"
"EOG7J1HTJ",25,"Plasma kallikrein"
"EOG7J4D1R",25,"Protein flightless-1"
"EOG7J4D29",25,"hypothetical protein SINV_03214"
"EOG7J4D2Q",25,"hypothetical protein X777_01187"
"EOG7J788V",25,"Flap endonuclease GEN"
"EOG7JB4JD",25,"Nucleosidediphosphate-linkedmoietyXmotif19,mitochondrial"
"EOG7JHW0P",25,"hypothetical protein SINV_00983"
"EOG7JMR7P",25,"hypothetical protein EAG_15318"
"EOG7JMR7X",25,"Lysophosphatidylcholine acyltransferase"
"EOG7JQMH9",25,"hypothetical protein SINV_01771"
"EOG7JTGQZ",25,"hypothetical protein SINV_08799"
"EOG7JXBZP",25,"hypothetical protein SINV_00549"
"EOG7JXC05",25,"PREDICTED: ras-related protein Rab-8A-like isoform 1"
"EOG7JXC0B",25,"FeS cluster assembly scaffold IscU"
"EOG7K1771",25,"hypothetical protein SINV_08551"
"EOG7K1778",25,"Putative28SribosomalproteinS16,mitochondrial"
"EOG7K43G8",25,"Cytochromecoxidasesubunit7C,mitochondrial"
"EOG7K6ZPX",25,"hypothetical protein SINV_04841"
"EOG7K6ZQ4",25,"hypothetical protein SINV_04338"
"EOG7K9TZ2",25,"Protein cornichon"
"EOG7KHKD5",25,"Serine hydroxymethyltransferase"
"EOG7KMFN4",25,"hypothetical protein SINV_08811"
"EOG7KMFNB",25,"Gram-negative bacteria binding-protein"
"EOG7KMFNW",25,"hypothetical protein EAG_10964"
"EOG7KQ9WH",25,"Ribulose-phosphate 3-epimerase"
"EOG7KT646",25,"hypothetical protein SINV_12073"
"EOG7KT64Q",25,"Protein FAM36A"
"EOG7KX2CH",25,"hypothetical protein SINV_04065"
"EOG7KX2CN",25,"Pterin-4-alpha-carbinolamine dehydratase 2"
"EOG7M6P2P",25,"Organic cation transporter protein"
"EOG7M6P3B",25,"Ras-like protein 1"
"EOG7M9J9D",25,"ATP-dependentRNAhelicase,putative"
"EOG7MDDJB",25,"hypothetical protein SINV_11224"
"EOG7MDDJT",25,"Mitotic checkpoint protein BUB3"
"EOG7MH8S3",25,"Neurogenic locus Notch protein"
"EOG7MH8SQ",25,"Arrestin-like protein"
"EOG7MH8SZ",25,"hypothetical protein SINV_02830"
"EOG7MQ18X",25,"OBP10 precursor"
"EOG7MQ190",25,"hypothetical protein EAG_06920"
"EOG7MSWHS",25,"Fib"
"EOG7MWRRT",25,"Alpha-tocopherol transfer protein"
"EOG7N0MZS",25,"Probable E3 ubiquitin-protein ligase HERC4"
"EOG7N0N0M",25,"hypothetical protein EAG_13391"
"EOG7N0N0P",25,"Transmembrane protein 50A"
"EOG7N3H77",25,"Proclotting enzyme"
"EOG7N3H7D",25,"Putative odorant receptor 13a"
"EOG7N3H7H",25,"Uncharacterized protein C8orf32-like protein"
"EOG7N6CGM",25,"hypothetical protein SINV_80278"
"EOG7N97PP",25,"hypothetical protein SINV_01510"
"EOG7N97QF",25,"hypothetical protein SINV_13516"
"EOG7N97QJ",25,"hypothetical protein EAG_14396"
"EOG7ND3ZG",25,"TP53RK-binding protein"
"EOG7NH06F",25,"ADP-ribosylation factor 2"
"EOG7NKVDM",25,"hypothetical protein SINV_13758"
"EOG7NSKXC",25,"UPF0195 protein CG30152"
"EOG7NWG4F",25,"Sodium-independent sulfate anion transporter"
"EOG7P0BCR",25,"Retinaldehyde-binding protein 1-like protein 2"
"EOG7P0BCX",25,"Zinc transporter ZIP11"
"EOG7P0BD5",25,"Adrenodoxin-likeprotein,mitochondrial"
"EOG7P8Z3B",25,"hypothetical protein SINV_13816"
"EOG7PKJT3",25,"Serine palmitoyltransferase 1"
"EOG7PKJTN",25,"Cytoglobin"
"EOG7PKJTQ",25,"Cytochrome b5"
"EOG7PPF2F",25,"Dehydrodolichyl diphosphate synthase"
"EOG7PPF2V",25,"Endocuticle structural glycoprotein SgAbd-8"
"EOG7PW5JM",25,"hypothetical protein EAI_14896"
"EOG7Q2X1D",25,"hypothetical protein SINV_04973"
"EOG7Q5S7T",25,"hypothetical protein SINV_08435"
"EOG7QGCZ3",25,"Leucine-rich repeat-containing protein 68"
"EOG7QGCZ5",25,"Splicing factor U2AF 50 kDa subunit"
"EOG7QGCZJ",25,"hypothetical protein SINV_00122"
"EOG7QGCZK",25,"hypothetical protein SINV_08437"
"EOG7QK873",25,"hypothetical protein SINV_03993"
"EOG7QP4FK",25,"hypothetical protein SINV_15490"
"EOG7QS0P3",25,"hypothetical protein SINV_00448"
"EOG7QS0Q1",25,"hypothetical protein SINV_00753"
"EOG7QZR5N",25,"hypothetical protein SINV_02596"
"EOG7QZR5Q",25,"hypothetical protein SINV_15536"
"EOG7R8BW3",25,"G-protein coupled receptor Mth2"
"EOG7R8BW8",25,"Methylglutaconyl-CoAhydratase,mitochondrial"
"EOG7RC73G",25,"hypothetical protein EAI_11232"
"EOG7RC743",25,"Ras-related protein Rab-32"
"EOG7RC74S",25,"Transposon Ty3-I Gag-Pol polyprotein"
"EOG7RG3C2",25,"PhospholipaseB1,membrane-associated"
"EOG7RG3CJ",25,"hypothetical protein SINV_04851"
"EOG7RJZKG",25,"Vacuolar protein sorting-associated protein 41-like protein"
"EOG7RJZKZ",25,"hypothetical protein EAI_09579"
"EOG7RJZM8",25,"hypothetical protein SINV_10372"
"EOG7RJZMD",25,"hypothetical protein EAI_05952"
"EOG7RNTTF",25,"Myotubularin-related protein 8"
"EOG7RNTV0",25,"hypothetical protein EAG_07433"
"EOG7RNTV6",25,"hypothetical protein SINV_16175"
"EOG7RNTVC",25,"5-hydroxyisourate hydrolase"
"EOG7RVK95",25,"Down syndrome cell adhesion molecule"
"EOG7RVKB4",25,"Soma ferritin"
"EOG7RZFJV",25,"Transmembrane protein 195"
"EOG7S29S8",25,"Solute carrier family 23 member 1"
"EOG7S29SK",25,"Kynurenine/alpha-aminoadipateaminotransferase,mitochondrial"
"EOG7S561S",25,"hypothetical protein SINV_15385"
"EOG7SFSR3",25,"hypothetical protein SINV_01751"
"EOG7SFSRC",25,"hypothetical protein SINV_04370"
"EOG7SFSRT",25,"Acyl-coenzyme A thioesterase 13"
"EOG7SNJ7B",25,"CD63 antigen"
"EOG7SV8Q1",25,"Cytoplasmic dynein 2 light intermediate chain 1"
"EOG7SV8QF",25,"UPF0195 protein"
"EOG7SV8QM",25,"hypothetical protein EAG_06005"
"EOG7T215J",25,"hypothetical protein SINV_15881"
"EOG7T7RNM",25,"Acyl-CoA Delta(11) desaturase"
"EOG7TBMX8",25,"hypothetical protein EAG_01742"
"EOG7TJCBZ",25,"Probable ATP-dependent RNA helicase DHX35"
"EOG7TJCCN",25,"PREDICTED: ras GTPase-activating protein 1-like"
"EOG7TV03Q",25,"Pheromone-binding protein-related protein 1"
"EOG7V1QJZ",25,"Plexin domain-containing protein 2"
"EOG7V4KSQ",25,"Myotubularin-related protein 10-B"
"EOG7VBB8M",25,"hypothetical protein SINV_80288"
"EOG7VBB98",25,"hypothetical protein SINV_11564"
"EOG7VBB9B",25,"hypothetical protein EAG_03152"
"EOG7VF6J4",25,"methylthioadenosinephosphorylase,partial"
"EOG7VMZ11",25,"hypothetical protein SINV_15858"
"EOG7VMZ14",25,"Cyclin-dependent kinase 2-interacting protein"
"EOG7VTPG3",25,"Phosphoribosylformylglycinamidine synthase"
"EOG7VTPG8",25,"Uncharacterized protein KIAA1409"
"EOG7VTPGC",25,"Solute carrier family 22 member 8"
"EOG7VXJR1",25,"Autophagy-related protein 12"
"EOG7W1DZG",25,"hypothetical protein EAG_14397"
"EOG7W75F3",25,"hypothetical protein SINV_05813"
"EOG7W75FX",25,"PREDICTED: H/ACA ribonucleoprotein complex subunit 1-like"
"EOG7W75FZ",25,"kazal-type proteinase inhibitor-like protein"
"EOG7WB1P7",25,"Synaptotagmin-3"
"EOG7WB1PK",25,"Acyl-protein thioesterase 2"
"EOG7WB1QD",25,"hypotheticalproteinX777_04334,partial"
"EOG7WHS55",25,"hypothetical protein SINV_15490"
"EOG7WQHMJ",25,"hypothetical protein SINV_10627"
"EOG7WX848",25,"hypothetical protein SINV_04720"
"EOG7X14C8",25,"Ras-related protein Ral-a"
"EOG7X40KC",25,"Proton-coupled folate transporter"
"EOG7X6VTW",25,"Delta(3,5)-Delta(2,4)-dienoyl-CoAisomerase,mitochondrial"
"EOG7X9R2D",25,"Ras-related protein Rab-6.2"
"EOG7X9R30",25,"hypothetical protein SINV_15809"
"EOG7XDMB1",25,"DC-STAMP domain-containing protein 1"
"EOG7XQ71J",25,"hypothetical protein SINV_09504"
"EOG7XQ71X",25,"PDZ and LIM domain protein 1"
"EOG7XWZHM",25,"hypothetical protein SINV_08308"
"EOG7XWZHP",25,"Upstream activation factor subunit UAF30"
"EOG7Z0TR3",25,"Synaptic glycoprotein SC2"
"EOG7Z6K6W",25,"Kynurenine 3-monooxygenase"
"EOG7Z6K75",25,"hypothetical protein SINV_06610"
"EOG7Z6K7H",25,"hypothetical protein SINV_12350"
"EOG7ZD9PR",25,"hypothetical protein SINV_04474"
"EOG7ZD9PT",25,"Cystinosin-like protein"
"EOG7ZD9QC",25,"hypothetical protein SINV_11709"
"EOG7ZH5X2",25,"FKBP12-rapamycin complex-associated protein"
"EOG7ZH5X5",25,"Proto-oncogene tyrosine-protein kinase receptor ret"
"EOG7ZH5XZ",25,"hypothetical protein SINV_04200"
"EOG7ZH5Z0",25,"Ferritin,heavysubunit"
"EOG7ZPXDX",25,"hypothetical protein SINV_05951"
"EOG7ZPXF1",25,"Actin-related protein 40211 complex subunit 3"
"EOG7ZWNW9",25,"hypothetical protein SINV_12683"
"EOG7ZWNWM",25,"Charged multivesicular body protein 1b"
"EOG70PMSB",26,"Cytochromeb-c1complexsubunitRieske,mitochondrial"
"EOG715ZZW",26,"hypothetical protein SINV_07960"
"EOG71PB5Z",26,"Enhancer of split mgamma protein"
"EOG71W2NJ",26,"hypothetical protein EAG_14954"
"EOG722T47",26,"hypothetical protein EAG_09634"
"EOG728JM4",26,"hypothetical protein SINV_10284"
"EOG72CDTS",26,"Sialin"
"EOG72G932",26,"Acetylcholine receptor subunit alpha-type acr-16"
"EOG72P1JV",26,"hypothetical protein SINV_12015"
"EOG72RWSW",26,"hypothetical protein SINV_13259"
"EOG73880F",26,"hypothetical protein SINV_13893"
"EOG73JVPZ",26,"hypothetical protein EAG_01687"
"EOG73JVQF",26,"Trypsin-3"
"EOG73RM5P",26,"hypothetical protein SINV_09107"
"EOG73RM5T",26,"Cytochrome P450 4g15"
"EOG73VGF0",26,"hypothetical protein G5I_11213"
"EOG7426WD",26,"hypothetical protein SINV_01689"
"EOG74BTMD",26,"hypothetical protein SINV_00465"
"EOG74NFBH",26,"ADP,ATPcarrierprotein2"
"EOG75FD8C",26,"Cytochrome c-2"
"EOG75N4QK",26,"Membrane-bound O-acyltransferase domain-containing protein 2"
"EOG75N4QV",26,"Inositol monophosphatase 2"
"EOG767C59",26,"hypothetical protein SINV_16034"
"EOG779XSS",26,"hypothetical protein SINV_11924"
"EOG77QDRB",26,"Putative oxidoreductase yrbE"
"EOG77X56W",26,"hypothetical protein SINV_01501"
"EOG7811G4",26,"hypothetical protein SINV_10842"
"EOG790QV6",26,"Putative serine protease K12H4.7"
"EOG793M3C",26,"JmjC domain-containing protein 4"
"EOG79PTHN",26,"hypothetical protein SINV_16490"
"EOG79SPRZ",26,"15-hydroxyprostaglandin dehydrogenase"
"EOG7B0F7M",26,"short wavelength-sensitive opsin"
"EOG7B65QK",26,"Glyceraldehyde-3-phosphate dehydrogenase 2"
"EOG7C5W48",26,"Syndecan"
"EOG7CS3J8",26,"hypothetical protein SINV_06216"
"EOG7D5KGR",26,"hypothetical protein SINV_04958"
"EOG7F2DND",26,"Ar ninosuccinate synthase"
"EOG7F58WF",26,"Bifunctionalmethylenetetrahydrofolatedehydrogenase/cyclohydrolase,mitochondrial"
"EOG7FJRVH",26,"UPF0510 protein INM02"
"EOG7FRH9P",26,"hypothetical protein SINV_10110"
"EOG7FVCK2",26,"Protein NipSnap"
"EOG7G508M",26,"Synaptic vesicle glycoprotein 2B"
"EOG7GBQRJ",26,"Innexin inx7"
"EOG7GR6QC",26,"RING finger protein nhl-1"
"EOG7GV2Z9",26,"Fork head domain transcription factor slp2"
"EOG7H4PP4",26,"Putative ubiquitin-conjugating enzyme E2 W"
"EOG7HBF4N",26,"Uncharacterized MFS-type transporter C19orf28-like protein"
"EOG7HF9D4",26,"hypothetical protein SINV_04578"
"EOG7HN1V8",26,"Signal peptidase complex catalytic subunit SEC11C"
"EOG7HQX3N",26,"hypothetical protein SINV_05587"
"EOG7JQMGV",26,"Serine protease persephone"
"EOG7M0XKV",26,"hypothetical protein SINV_05543"
"EOG7M0XMF",26,"hypothetical protein SINV_07532"
"EOG7M3SV9",26,"CD151 antigen"
"EOG7MDDJK",26,"hypothetical protein SINV_06284"
"EOG7MM51X",26,"hypothetical protein SINV_14787"
"EOG7NKVF4",26,"Endocuticle structural glycoprotein SgAbd-1"
"EOG7NWG4X",26,"23 kDa integral membrane protein"
"EOG7P62VH",26,"hypothetical protein SINV_13696"
"EOG7P8Z3K",26,"Apolipoprotein D"
"EOG7PCTBT",26,"hypothetical protein SINV_09863"
"EOG7Q01RK",26,"hypothetical protein SINV_07567"
"EOG7Q8NH7",26,"hypothetical protein SINV_14476"
"EOG7QVVX8",26,"Peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2"
"EOG7R2MD6",26,"Leucine-rich repeat neuronal protein 2"
"EOG7R5GMX",26,"Ankyrin repeat domain-containing protein 17"
"EOG7R5GN9",26,"Probable palmitoyltransferase ZDHHC16"
"EOG7RRQ2X",26,"Protein Kr-h2"
"EOG7S29SJ",26,"hypothetical protein SINV_01371"
"EOG7S561D",26,"Zinc finger protein Noc"
"EOG7TN7M9",26,"F0F1 ATP synthase subunit beta"
"EOG7TN7MW",26,"hypothetical protein EAG_10732"
"EOG7TV02W",26,"Acetyl-coenzyme A synthetase"
"EOG7VJ2RR",26,"hypothetical protein SINV_80164"
"EOG7VQT7J",26,"hypothetical protein SINV_13067"
"EOG7VQT7Q",26,"Leucine-rich repeat-containing protein 15"
"EOG7W496F",26,"Phosphatecarrierprotein,mitochondrial"
"EOG7WTCW4",26,"hypothetical protein SINV_02740"
"EOG7Z3Q08",26,"15-hydroxyprostaglandin dehydrogenase"
"EOG7ZD9PW",26,"Homeobox protein H17"
"EOG700J3B",27,"hypothetical protein SINV_07950"
"EOG700J3G",27,"Actin-like protein 6A"
"EOG70D12G",27,"hypothetical protein EAG_04548"
"EOG70GW9K",27,"Peroxiredoxin 1"
"EOG70KRJR",27,"hypothetical protein SINV_11196"
"EOG70SH0M",27,"hypothetical protein SINV_16182"
"EOG70SH0S",27,"Arnyl-tRNAsynthetase,cytoplasmic"
"EOG70WC7Q",27,"Signal recognition particle 54 kDa protein"
"EOG7107GZ",27,"hypothetical protein SINV_12403"
"EOG7133QP",27,"6-phosphogluconatedehydrogenase,decarboxylating"
"EOG715ZZZ",27,"hypothetical protein SINV_14822"
"EOG71CQFF",27,"Ori n recognition complex subunit 3"
"EOG71GKP7",27,"hypothetical protein SINV_03220"
"EOG71PB5F",27,"hypothetical protein EAG_11759"
"EOG71S6CS",27,"hypothetical protein G5I_10622"
"EOG71S6CZ",27,"F-box/WD repeat-containing protein 7"
"EOG71S6D3",27,"Matrix metalloproteinase-14"
"EOG722T48",27,"hypothetical protein SINV_13504"
"EOG725PC7",27,"hypothetical protein SINV_08150"
"EOG728JM7",27,"hypothetical protein SINV_08454"
"EOG728JMB",27,"Ras-related protein Rab-21"
"EOG72G92D",27,"Partitioning-defective 3-like protein B"
"EOG72G92V",27,"Transmembrane protein 39A-B"
"EOG72K59M",27,"hypothetical protein SINV_00604"
"EOG72RWSF",27,"Arsenical pump-driving ATPase"
"EOG72RWT3",27,"hypothetical protein SINV_07092"
"EOG72VS1G",27,"Poly(A)-specific ribonuclease PARN"
"EOG72ZN8T",27,"hypotheticalproteinX777_15345,partial"
"EOG732HHB",27,"hypothetical protein SINV_05613"
"EOG735CRB",27,"hypothetical protein SINV_02097"
"EOG735CRF",27,"26S proteasome non-ATPase regulatory subunit 11"
"EOG735CRR",27,"Protein FAM109A"
"EOG738802",27,"hypothetical protein SINV_06242"
"EOG738807",27,"Methyltransferase-like protein 4"
"EOG73G0G5",27,"hypothetical protein SINV_08807"
"EOG73JVPV",27,"hypothetical protein SINV_02132"
"EOG73JVQ5",27,"Putative cardiolipin synthetase"
"EOG73NQXR",27,"hypothetical protein SINV_11479"
"EOG73NQXZ",27,"Programmed cell death protein 2-like"
"EOG73NQZ2",27,"hypothetical protein SINV_05616"
"EOG73RM62",27,"hypothetical protein SINV_11847"
"EOG73VGDF",27,"Codanin-1"
"EOG73ZBPC",27,"PREDICTED: hypothetical protein LOC100643863"
"EOG7426WG",27,"Cell division cycle protein 23-like protein"
"EOG7426WM",27,"PREDICTED: tubulin beta-1 chain-like"
"EOG74534G",27,"Josephin-like protein"
"EOG747ZCN",27,"Cell cycle-related kinase"
"EOG74BTM5",27,"Centrosomal protein of 97 kDa"
"EOG74BTMF",27,"hypothetical protein SINV_04167"
"EOG74FPV8",27,"Peptide methionine sulfoxide reductase"
"EOG74FPVH",27,"hypothetical protein SINV_00723"
"EOG74JK2X",27,"General transcription factor 3C polypeptide 3"
"EOG74JK30",27,"hypothetical protein SINV_04580"
"EOG74JK3B",27,"hypothetical protein SINV_05799"
"EOG74JK3H",27,"hypothetical protein SINV_12146"
"EOG74R9JZ",27,"hypothetical protein SINV_11848"
"EOG74R9K2",27,"Mitogen-activated protein kinase 1"
"EOG74R9KF",27,"PREDICTED: acetylcholine receptor subunit alpha-like"
"EOG74V5T2",27,"hypothetical protein SINV_09553"
"EOG74V5TS",27,"Autophagy-related protein 3"
"EOG751X92",27,"hypothetical protein SINV_16185"
"EOG757NRH",27,"Serendipity locus protein alpha"
"EOG757NS9",27,"Nuclear transcription factor Y subunit beta"
"EOG75BJ0N",27,"Diacylglycerol kinase epsilon"
"EOG75BJ0T",27,"hypothetical protein SINV_06441"
"EOG75BJ0V",27,"hypothetical protein SINV_01608"
"EOG75FD83",27,"hypothetical protein SINV_03231"
"EOG75J8G8",27,"Cell division cycle protein 27-like protein"
"EOG75J8GT",27,"hypothetical protein SINV_08683"
"EOG75N4QZ",27,"Nuclear pore glycoprotein p62"
"EOG75R0ZD",27,"PREDICTED: gol n subfamily A member 1-like"
"EOG75R0ZH",27,"Malignant T cell amplified sequence 1"
"EOG75TW66",27,"SH3 domain-binding protein 5-like protein"
"EOG75TW6G",27,"TBC1 domain family member 13"
"EOG75TW6H",27,"Armadillo repeat-containing protein 7"
"EOG75XRF3",27,"SGT1 protein-like protein ecdysoneless"
"EOG761MPB",27,"Deformed epidermal autoregulatory factor 1"
"EOG761MPP",27,"hypothetical protein EAG_06912"
"EOG767C58",27,"hypothetical protein SINV_06495"
"EOG76B7CM",27,"Kinesin-like protein KIF21B"
"EOG76QQBG",27,"PHD finger protein 12"
"EOG76QQBM",27,"hypothetical protein SINV_09769"
"EOG76QQBR",27,"Prolactin regulatory element-binding protein"
"EOG76QQC1",27,"Serine/threonine-protein kinase Ial"
"EOG76XFTH",27,"F-box only protein 42"
"EOG76XFTT",27,"Uncharacterized protein C20orf4-like protein"
"EOG76XFTX",27,"PREDICTED: ras-related protein Ral-a-like"
"EOG77469G",27,"hypothetical protein SINV_12896"
"EOG77469S",27,"hypothetical protein SINV_09794"
"EOG7772JR",27,"hypothetical protein SINV_05731"
"EOG779XS5",27,"DAZ-associated protein 2"
"EOG77DT11",27,"1-phosphatidylinositol-4,5-bisphosphatephosphodiesterase"
"EOG77DT15",27,"hypothetical protein SINV_04400"
"EOG77HP7T",27,"hypothetical protein SINV_09049"
"EOG77HP8C",27,"hypothetical protein SINV_03600"
"EOG77QDRD",27,"hypothetical protein SINV_04235"
"EOG77X56X",27,"hypothetical protein SINV_07776"
"EOG77X578",27,"Phosphatidylinositol 4-kinase type 2-beta"
"EOG783WPJ",27,"Glycosylphosphatidylinositol anchor attachment 1 protein"
"EOG786RXT",27,"hypothetical protein SINV_05914"
"EOG786RZ9",27,"Uncharacterized protein C16orf14-like protein"
"EOG789N5G",27,"Serine/threonine-protein kinase PLK4"
"EOG789N5H",27,"hypothetical protein SINV_01080"
"EOG789N5Q",27,"hypothetical protein SINV_01293"
"EOG78DHDF",27,"Actin-related protein 3"
"EOG78HCNM",27,"hypothetical protein SINV_01661"
"EOG78HCP0",27,"hypothetical protein SINV_01619"
"EOG78M7W6",27,"hypothetical protein SINV_05226"
"EOG78Q445",27,"Protein Hook-like protein 3"
"EOG78Q44B",27,"hypothetical protein SINV_13014"
"EOG78T0C9",27,"hypothetical protein SINV_12094"
"EOG78T0CJ",27,"F-box only protein 32"
"EOG78T0CM",27,"hypothetical protein SINV_04879"
"EOG78WVM3",27,"hypothetical protein SINV_06384"
"EOG78WVMH",27,"Ribonuclease P protein subunit p40"
"EOG790QV3",27,"CDC45-related protein"
"EOG790QV7",27,"hypothetical protein SINV_02545"
"EOG790QVR",27,"Ubiquitin-conjugating enzyme E2 C"
"EOG793M2P",27,"Tyrosine-protein phosphatase 69D"
"EOG793M3P",27,"39SribosomalproteinL18,mitochondrial"
"EOG796GB7",27,"Epidermal retinal dehydrogenase 2"
"EOG79D6T2",27,"Uncharacterized protein YJR142W"
"EOG79D6T8",27,"Polycomb group RING finger protein 3"
"EOG79H328",27,"hypothetical protein SINV_12309"
"EOG79PTHG",27,"hypothetical protein SINV_03552"
"EOG79PTHS",27,"hypothetical protein SINV_11503"
"EOG79PTJ2",27,"RNA-binding protein 47"
"EOG7B0F78",27,"hypothetical protein SINV_09113"
"EOG7B39FZ",27,"Iporin"
"EOG7B65Q7",27,"hypothetical protein SINV_11906"
"EOG7B65QZ",27,"hypothetical protein SINV_09077"
"EOG7B91ZD",27,"hypothetical protein SINV_08196"
"EOG7BKNPB",27,"hypothetical protein SINV_05673"
"EOG7BPHX2",27,"hypothetical protein SINV_08849"
"EOG7C30VD",27,"hypothetical protein SINV_10433"
"EOG7C5W3G",27,"DCN1-like protein 4"
"EOG7CCMKD",27,"Putative glycerol kinase 3"
"EOG7CCMM9",27,"Histone H2B"
"EOG7CGGT9",27,"hypothetical protein SINV_00695"
"EOG7CKC23",27,"hypothetical protein SINV_10275"
"EOG7CP78Z",27,"Atrial natriuretic peptide-converting enzyme"
"EOG7CP792",27,"Intraflagellar transport protein 74-like protein"
"EOG7CP79P",27,"Spermidine synthase"
"EOG7CS3J1",27,"hypothetical protein SINV_06390"
"EOG7CZV15",27,"Ori n recognition complex subunit 1"
"EOG7CZV1M",27,"Ras-related protein Rab-32"
"EOG7D5KGX",27,"hypothetical protein DAPPUDRAFT_188759"
"EOG7D5KH2",27,"Phosphoribosyl pyrophosphate synthetase-associated protein 2"
"EOG7D5KH5",27,"hypothetical protein SINV_02871"
"EOG7D8FQT",27,"BTB/POZ domain-containing protein 9"
"EOG7DG670",27,"Vacuolar-sorting protein SNF8"
"EOG7DNXPF",27,"hypothetical protein SINV_08775"
"EOG7DNXPK",27,"Ero1-like protein"
"EOG7DNXQB",27,"hypothetical protein SINV_07720"
"EOG7DRSXC",27,"hypothetical protein SINV_10914"
"EOG7F2DN8",27,"hypothetical protein SINV_11782"
"EOG7F58WJ",27,"hypothetical protein SINV_01922"
"EOG7F58WW",27,"hypothetical protein SINV_11490"
"EOG7F854C",27,"hypothetical protein EAG_08254"
"EOG7FJRV6",27,"hypothetical protein SINV_14521"
"EOG7FJRVG",27,"Nuclear transcription factor Y subunit gamma"
"EOG7FVCJN",27,"hypothetical protein EAI_16007"
"EOG7FVCK4",27,"hypothetical protein SINV_05237"
"EOG7FZ7TC",27,"hypothetical protein SINV_03473"
"EOG7G508G",27,"hypothetical protein SINV_13143"
"EOG7G7VH8",27,"Phenoloxidase subunit A3"
"EOG7G7VHP",27,"Protein FAM73B"
"EOG7GFM03",27,"Prominin-like protein"
