ln,morandin.ogg
RF55_5747,EOG7F58WF
RF55_8596,EOG7H4PPV
RF55_8597,EOG7C8RB5
RF55_8590,EOG7C5W48
RF55_4438,EOG7WDWWW
RF55_1409,EOG7FVCJF
RF55_14618,EOG7JB4JS
RF55_1151,EOG7FJRVF
RF55_4433,EOG77MJHB
RF55_4432,EOG7387ZQ
RF55_4435,EOG7TN7M3
RF55_4434,EOG77MJHB
RF55_4437,EOG7GNBFZ
RF55_9238,EOG7TXVB9
RF55_9239,EOG7SFSS1
RF55_96,EOG71S6DC
RF55_9232,EOG7VF6HP
RF55_9233,EOG7SBXHB
RF55_8048,EOG7JXBZD
RF55_8049,EOG728JKT
XLOC_011672,EOG7MM51P
RF55_8046,EOG78WVKX
RF55_8047,EOG7X6VTV
RF55_5520,EOG7X9R26
RF55_5521,EOG7HF9CB
RF55_8042,EOG73JVPQ
RF55_8043,EOG7TR3VJ
XLOC_018403,EOG72ZN8B
XLOC_007713,EOG73G0G5
RF55_21584,EOG7M9JB6
RF55_11917,EOG7GXZ62
XLOC_008418,EOG7RNTTJ
XLOC_008144,EOG7FRH9T
RF55_20985,EOG7KHKDM
RF55_12463,EOG7WTCW9
RF55_2172,EOG7P36M6
XLOC_011201,EOG7S29SJ
XLOC_023541,EOG76TKKT
RF55_3372,EOG7TR3V6
RF55_3377,EOG7R2MDJ
RF55_3375,EOG7R5GMP
RF55_3806,EOG700J33
RF55_3809,EOG7VJ2S1
RF55_3378,EOG7Q01RV
RF55_10532,EOG7XMBS7
XLOC_009549,EOG7DVP64
XLOC_007521,EOG7DVP5M
XLOC_007526,EOG7JXC03
RF55_19772,EOG7B91XX
RF55_19800,EOG7C8RCD
RF55_7273,EOG72RWS3
RF55_15114,EOG7QCHQC
RF55_15119,EOG7N97QC
XLOC_012131,EOG7JB4J8
XLOC_017455,EOG7P36MN
XLOC_017457,EOG7VJ2RQ
RF55_8607,EOG7NSKWD
RF55_8604,EOG72CDTD
RF55_9958,EOG7CGGV6
RF55_9951,EOG7KQ9WM
RF55_9950,EOG745352
RF55_6273,EOG7G508S
RF55_6272,EOG7BGSFN
RF55_9955,EOG7PS994
RF55_6274,EOG7KX2CB
RF55_9956,EOG715ZZ6
XLOC_021057,EOG7WMNCH
RF55_2993,EOG74R9K4
XLOC_006014,EOG7BCX5X
XLOC_003532,EOG7R8BWB
RF55_11724,EOG7772JN
RF55_14530,EOG78T0CH
RF55_11728,EOG7D5KGP
XLOC_019672,EOG72P1JN
RF55_12269,EOG7KHKCS
RF55_12264,EOG7R8BVT
RF55_12263,EOG74BTM7
RF55_12261,EOG7SRDGC
XLOC_016492,EOG7X40M8
XLOC_016493,EOG7JQMH1
XLOC_011442,EOG7NPQNZ
RF55_16977,EOG7SJP0F
RF55_16971,EOG7PW5HJ
RF55_785,EOG72RWSF
RF55_786,EOG793M32
RF55_780,EOG7J1HT6
RF55_781,EOG7J1HT6
RF55_782,EOG7PCTB6
RF55_788,EOG7CP79M
XLOC_008626,EOG7GBQRM
XLOC_008627,EOG7G5099
RF55_258,EOG7TV02Z
XLOC_016147,EOG7C8RB7
RF55_252,EOG7HXNK1
RF55_521,EOG7N3H6X
RF55_250,EOG71GKPG
RF55_524,EOG7MSWJ7
RF55_526,EOG7KMFN3
RF55_1891,EOG77X56Z
RF55_4601,EOG7X9R2B
RF55_1230,EOG722T47
RF55_1231,EOG7H4PNJ
RF55_4604,EOG7MWRR1
RF55_1897,EOG7SJP0W
RF55_1898,EOG73VGF8
RF55_1899,EOG7T215W
RF55_4608,EOG793M3N
RF55_4609,EOG7SNJ7B
RF55_1238,EOG7S827W
RF55_1239,EOG7XDM9F
RF55_2766,EOG7KX2BR
RF55_2765,EOG7XQ719
RF55_2760,EOG7FVCK2
RF55_1098,EOG751X8W
RF55_1097,EOG7TXV9Z
RF55_2950,EOG7C30VH
RF55_21352,EOG7HTSC1
RF55_5671,EOG764GX4
XLOC_002818,EOG7H1TF1
RF55_2953,EOG72RWT0
XLOC_008087,EOG7J7890
XLOC_008084,EOG7CZV1N
RF55_15280,EOG7MH8SH
XLOC_018231,EOG7FVCJP
XLOC_015144,EOG7QP4F4
XLOC_009973,EOG7SNJ6H
XLOC_009972,EOG7J4D2T
XLOC_012497,EOG7C04MF
XLOC_022085,EOG7W75F2
XLOC_014895,EOG7RJZMM
XLOC_022088,EOG7ZWNVX
XLOC_022089,EOG76XFTH
XLOC_023280,EOG71GKP9
XLOC_023288,EOG7FFWKR
RF55_3496,EOG7X9R2D
RF55_3494,EOG7ZD9Q3
RF55_3492,EOG7KT64N
RF55_3493,EOG74534V
RF55_3490,EOG786RZ1
RF55_3491,EOG78M7WV
XLOC_020953,EOG7KT63P
XLOC_020950,EOG7Q01SB
RF55_3498,EOG77HP8V
RF55_3499,EOG7J4D1R
RF55_14882,EOG74JK3J
RF55_5472,EOG7DVP53
RF55_2549,EOG7BKNPW
RF55_2542,EOG72G93J
RF55_5261,EOG7DK2FM
RF55_5260,EOG7ZSSMW
RF55_2547,EOG7ND3ZP
RF55_2546,EOG7C04MM
RF55_5264,EOG7FJRVM
RF55_1029,EOG7SFSR9
RF55_3148,EOG7B0F7H
RF55_2003,EOG7MWRR6
RF55_3144,EOG7MM523
RF55_3145,EOG7FJRTX
RF55_8858,EOG7GNBGH
XLOC_024391,EOG7PW5HJ
RF55_3143,EOG7C8RBJ
RF55_5053,EOG71PB56
XLOC_009280,EOG7JMR7M
XLOC_014239,EOG7S29SN
RF55_6516,EOG7MQ186
RF55_6510,EOG7107GS
RF55_2005,EOG7DVP62
RF55_12877,EOG7F58W4
RF55_12874,EOG7PPF2P
RF55_1752,EOG79KZ96
RF55_22112,EOG7GR6Q2
RF55_1750,EOG7K9TXW
RF55_7414,EOG7CS3J4
XLOC_009752,EOG7KDQ63
XLOC_009024,EOG7KT63Q
RF55_11119,EOG71ZXW0
RF55_11118,EOG71ZXW0
RF55_11111,EOG7KQ9W8
RF55_9895,EOG7Q5S7G
RF55_11113,EOG764GXH
RF55_11112,EOG7ZD9QF
RF55_19343,EOG7FC1C0
RF55_19348,EOG71KFXJ
XLOC_021531,EOG728JKH
XLOC_023751,EOG718V6H
XLOC_020228,EOG783WP9
XLOC_020224,EOG7X9R28
XLOC_005282,EOG76HZW3
RF55_12581,EOG7CVZRS
XLOC_005284,EOG76HZW3
RF55_7395,EOG7GV2ZF
RF55_7645,EOG7JF0S0
RF55_7391,EOG7P62VM
RF55_7390,EOG7XT385
RF55_7641,EOG7SV8Q0
RF55_7399,EOG7WHS5C
RF55_13051,EOG71GKNZ
RF55_13055,EOG7WHS4P
RF55_10642,EOG7XT38B
RF55_17961,EOG71W2N9
RF55_17614,EOG7J7899
RF55_17615,EOG7WDWX7
RF55_10645,EOG7G241X
RF55_10648,EOG7G508K
RF55_7026,EOG7C30V9
RF55_18346,EOG7WDWWP
RF55_2487,EOG7R8BW5
RF55_18438,EOG7HJ5MH
RF55_2484,EOG7MSWHP
RF55_14703,EOG7MH8SB
XLOC_017152,EOG7PPF1Q
RF55_1812,EOG7K43FZ
XLOC_022570,EOG7068KB
RF55_10397,EOG7ND3ZC
RF55_10390,EOG7G7VJ5
RF55_12378,EOG700J3J
XLOC_000613,EOG783WQ3
RF55_1398,EOG7SV8PN
XLOC_010651,EOG7S5619
RF55_1392,EOG7RRQ36
RF55_4360,EOG7Q01RS
RF55_1396,EOG7QCHQN
XLOC_010659,EOG7J4D2N
RF55_5898,EOG7TN7KX
RF55_5899,EOG74JK3N
RF55_5726,EOG7JXBZT
RF55_5727,EOG786RXR
RF55_5896,EOG7H7JX1
RF55_5722,EOG7MWRR9
RF55_5723,EOG7QK86Q
RF55_16566,EOG7MWRR2
RF55_1178,EOG7TV02R
RF55_4417,EOG7FVCK4
RF55_4414,EOG722T3P
RF55_4413,EOG71W2MS
RF55_4411,EOG7KX2BS
RF55_12015,EOG78T0CC
RF55_5096,EOG761MP5
RF55_12011,EOG76MV3Q
RF55_5091,EOG74BTM1
RF55_12012,EOG78HCNV
RF55_5098,EOG7WMND5
RF55_5099,EOG7Z6K7B
XLOC_018937,EOG715ZZG
RF55_16700,EOG7HF9CZ
RF55_11288,EOG7GXZ5M
RF55_11281,EOG7ZD9Q0
RF55_11930,EOG7B0F78
XLOC_019339,EOG71GKP8
XLOC_008165,EOG747ZDC
RF55_2067,EOG7J1HT3
XLOC_008167,EOG77MJH7
RF55_2157,EOG796GBG
RF55_2158,EOG7107H0
RF55_10881,EOG7DNXPX
XLOC_011266,EOG7D5KGW
RF55_10884,EOG7FC1C9
XLOC_016942,EOG7GJG7Q
XLOC_016943,EOG7GJG7Q
XLOC_023565,EOG72VS1S
RF55_15543,EOG7X9R25
RF55_3823,EOG75R0ZT
RF55_3822,EOG7ZH5Z6
RF55_3829,EOG7FZ7SV
XLOC_005074,EOG73JVPJ
RF55_1222,EOG7SZ4XN
RF55_13861,EOG7JB4JW
XLOC_007505,EOG728JKW
XLOC_012680,EOG7RJZMP
XLOC_012687,EOG761MNV
RF55_21904,EOG72G92W
RF55_22300,EOG7R8BW3
RF55_22306,EOG70SH0Q
RF55_7254,EOG72CDT9
RF55_7255,EOG7K176S
RF55_7250,EOG70WC7Q
RF55_15132,EOG7M9JB4
RF55_15131,EOG7RVK9F
RF55_15135,EOG71CQF4
XLOC_015419,EOG7NSKXD
RF55_6035,EOG7HJ5M8
XLOC_020038,EOG7QVVZ3
XLOC_017306,EOG70SH0R
XLOC_017462,EOG7X9R2D
RF55_8625,EOG70GW8Z
RF55_8627,EOG7VJ2RT
XLOC_018941,EOG799BK3
RF55_6705,EOG74Z21T
RF55_9978,EOG7RC74S
RF55_6708,EOG779XS5
RF55_9975,EOG76XFTC
RF55_9974,EOG7P8Z3H
RF55_6253,EOG7VQT7X
RF55_6252,EOG7M3STT
RF55_6250,EOG747ZCV
RF55_18081,EOG71KFXZ
RF55_18082,EOG7QK86B
RF55_18083,EOG7WTCW5
RF55_14554,EOG71S6D4
RF55_14555,EOG7QK862
RF55_12240,EOG796GB0
XLOC_000962,EOG7NSKXD
RF55_18884,EOG7PKJT0
RF55_16957,EOG7HXNK5
RF55_20357,EOG7XDM9P
XLOC_014454,EOG7KDQ4T
RF55_503,EOG7NH06J
RF55_4629,EOG722T3Z
RF55_4620,EOG7TJCC2
RF55_4621,EOG7TJCC2
RF55_4624,EOG7SZ4XD
RF55_4625,EOG7JMR7R
RF55_13267,EOG7B0F7N
RF55_4627,EOG7RVKB0
RF55_10079,EOG7R5GN3
RF55_10070,EOG7VTPG7
RF55_23,EOG7PGPKN
RF55_15731,EOG7BCX6F
RF55_15739,EOG7HF9CQ
XLOC_012518,EOG7VQT80
XLOC_002836,EOG7ZWNX0
XLOC_002831,EOG7R2MCW
XLOC_021047,EOG77469D
XLOC_018218,EOG7SNJ6G
XLOC_018740,EOG7Z6K6J
XLOC_018217,EOG7MH8SN
XLOC_018742,EOG7C5W3G
XLOC_018215,EOG7CKC2N
XLOC_018745,EOG7RNTV0
RF55_13678,EOG73JVQ1
XLOC_009915,EOG74R9KM
XLOC_017953,EOG76QQC1
RF55_9377,EOG7PS98G
RF55_8369,EOG7ZSSN8
RF55_8368,EOG70PMSB
RF55_2704,EOG771B2R
RF55_2707,EOG79D6SM
RF55_8362,EOG70PMS6
RF55_8365,EOG79PTJ0
RF55_2700,EOG7F58W3
RF55_8367,EOG7BGSFV
XLOC_024007,EOG7X6VV7
RF55_1619,EOG783WPS
RF55_1610,EOG7N3H7C
RF55_1614,EOG718V6S
RF55_12159,EOG7D5KGH
RF55_5285,EOG7SZ4Z4
RF55_2839,EOG7QCHQD
RF55_2838,EOG7RRQ24
RF55_2836,EOG700J3G
RF55_2835,EOG7WDWXQ
RF55_2832,EOG73G0G9
RF55_3610,EOG7BSD5K
RF55_3615,EOG7ZWNWQ
RF55_8307,EOG7DZJDS
RF55_8306,EOG7TFH40
RF55_9708,EOG7R8BVK
RF55_6060,EOG7RG3C2
RF55_6062,EOG7M9J9X
RF55_6063,EOG7ZM263
RF55_4311,EOG72ZN82
RF55_12817,EOG7R8BVV
XLOC_014219,EOG75BJ1B
RF55_12812,EOG7FC1C0
XLOC_008200,EOG73G0GJ
XLOC_008203,EOG7Q8NHD
RF55_1492,EOG7GXZ6N
RF55_8952,EOG75J8GW
RF55_23228,EOG799BKR
XLOC_003729,EOG7GR6Q5
XLOC_025350,EOG72CDTT
RF55_11133,EOG7P0BCS
RF55_11131,EOG72CDTJ
RF55_6392,EOG7C04NP
XLOC_021517,EOG7DVP55
XLOC_023004,EOG7XMBRR
XLOC_023000,EOG7BGSFK
XLOC_020201,EOG77T8ZQ
XLOC_014682,EOG76TKMG
RF55_10838,EOG7FZ7SP
RF55_17808,EOG703DB6
RF55_7628,EOG7RG3BT
RF55_10444,EOG7K9TXK
RF55_7627,EOG7RG3BT
RF55_7622,EOG7Q5S7C
RF55_68,EOG7SV8PK
RF55_69,EOG71CQFM
RF55_62,EOG7PKJSW
RF55_15097,EOG73RM66
RF55_64,EOG7WQHMN
RF55_65,EOG74JK3J
RF55_6653,EOG7RG3CG
RF55_6939,EOG7FZ7SK
RF55_5418,EOG7N6CG3
RF55_6930,EOG7GNBG2
RF55_6931,EOG75XRG6
RF55_6937,EOG7B91ZG
RF55_13076,EOG7B39H2
RF55_13070,EOG7K9TXM
RF55_13071,EOG7MWRR2
XLOC_017795,EOG72P1JW
RF55_9604,EOG72CDTT
RF55_17946,EOG78WVM7
RF55_10660,EOG72RWS7
RF55_10661,EOG72RWS7
XLOC_002051,EOG7VTPGD
XLOC_013489,EOG7GV2ZM
RF55_18417,EOG764GX2
RF55_17949,EOG71S6D4
RF55_15894,EOG7M6P36
RF55_6129,EOG75TW70
RF55_14768,EOG75BJ12
RF55_17491,EOG7B39H6
RF55_5919,EOG77MJGV
RF55_5918,EOG7KHKD3
RF55_5911,EOG75XRF3
RF55_5910,EOG72ZN8D
RF55_5912,EOG70D11W
RF55_5917,EOG78DHDV
RF55_1377,EOG754SHS
RF55_12217,EOG7TV034
RF55_9140,EOG7FC1BQ
RF55_9148,EOG7068KW
RF55_12384,EOG7F2DNH
RF55_5870,EOG7KQ9WF
RF55_5877,EOG7RJZM0
RF55_5875,EOG7V4KTH
RF55_8558,EOG73G0FV
RF55_8266,EOG7BGSDS
XLOC_016489,EOG73880P
RF55_1115,EOG7CP793
RF55_1117,EOG7B91ZW
RF55_1116,EOG7MQ185
RF55_1112,EOG7VBB8X
RF55_1118,EOG7XHGJ5
RF55_8080,EOG7XT37W
XLOC_000757,EOG7HF9DG
RF55_12034,EOG7D8FRR
XLOC_006341,EOG7H1TFJ
XLOC_001805,EOG779XRX
XLOC_001804,EOG72G932
RF55_17198,EOG70GW9T
RF55_5620,EOG7N0N03
XLOC_019357,EOG7HF9CR
RF55_10862,EOG7GNBFZ
XLOC_016967,EOG7KDQ5K
RF55_10861,EOG78T0CV
RF55_2132,EOG7DC9ZT
RF55_2133,EOG764GWX
RF55_2130,EOG7094V2
RF55_10868,EOG7WTCVZ
RF55_2139,EOG7426W9
RF55_3845,EOG7D2Q89
RF55_3844,EOG7068JW
RF55_3846,EOG7RC73T
RF55_3841,EOG7V1QJQ
RF55_3840,EOG7MSWGZ
RF55_3843,EOG7BW8CS
RF55_4892,EOG7Z9FG0
RF55_5624,EOG7MQ18N
RF55_4897,EOG790QVQ
RF55_4894,EOG7XWZH5
XLOC_005057,EOG7PKJTB
RF55_22095,EOG71KFZ2
XLOC_005581,EOG7SV8Q1
XLOC_018007,EOG7XHGJW
XLOC_007566,EOG71GKPG
XLOC_000244,EOG7S560X
RF55_15158,EOG7MM51X
RF55_3265,EOG7M3STR
XLOC_024214,EOG70GW8R
RF55_3267,EOG73880H
XLOC_010117,EOG78DHFB
XLOC_010675,EOG7VTPGX
XLOC_022740,EOG7MH8SN
XLOC_022743,EOG7W1DZZ
XLOC_022749,EOG7JF0SG
XLOC_022748,EOG7JF0SG
RF55_11099,EOG7JXBZS
RF55_11093,EOG76QQCB
XLOC_001247,EOG789N6B
XLOC_001244,EOG754SJ9
RF55_6234,EOG7QZR4Z
RF55_6237,EOG71PB5B
RF55_6723,EOG7JXBZR
RF55_6722,EOG7DG677
RF55_1400,EOG7RVKB4
RF55_6238,EOG72VS1P
RF55_6729,EOG7RJZKW
RF55_14571,EOG78M7W1
XLOC_004867,EOG789N59
XLOC_007980,EOG7Z9FF7
XLOC_017361,EOG7WTCW8
RF55_18604,EOG78M7WH
RF55_18605,EOG7RVK99
XLOC_016368,EOG7N97PW
RF55_18600,EOG7TBMWJ
RF55_12367,EOG7V7G20
XLOC_016363,EOG7ZWNW9
RF55_741,EOG7RNTTS
RF55_742,EOG7VF6J4
XLOC_023835,EOG7JMR85
RF55_746,EOG79SPR8
RF55_747,EOG7SZ4XR
RF55_748,EOG7DRSXF
RF55_749,EOG796G9Q
RF55_633,EOG7TJCCW
XLOC_014478,EOG7MH8SF
XLOC_014479,EOG7C04N9
RF55_2043,EOG7FC1BN
RF55_18983,EOG7F58WK
RF55_12365,EOG7KDQ57
RF55_296,EOG7SNJ6H
RF55_565,EOG73880C
RF55_566,EOG75TW62
RF55_292,EOG7094V3
RF55_561,EOG7094TH
RF55_562,EOG7PPF2F
RF55_568,EOG7C04ND
RF55_13246,EOG7P36N6
RF55_4649,EOG7V7G1J
XLOC_017583,EOG7VMZ0P
RF55_4644,EOG7MH8SR
RF55_4643,EOG7CKC26
XLOC_013298,EOG70KRHS
RF55_10054,EOG7VJ2RQ
XLOC_013293,EOG7SBXGV
RF55_10058,EOG71CQFB
XLOC_019985,EOG7CVZS3
RF55_15719,EOG7QZR5V
RF55_3,EOG71PB5Z
RF55_2,EOG7XT381
XLOC_018587,EOG7RZFJT
RF55_8,EOG728JM9
RF55_1887,EOG722T3H
XLOC_010759,EOG7TR3TV
XLOC_015981,EOG7PW5J4
RF55_1229,EOG7ZWNW7
XLOC_015982,EOG72K5B1
XLOC_005808,EOG754SJQ
RF55_21315,EOG7RNTTP
XLOC_002858,EOG73C46P
XLOC_002853,EOG7GFM10
XLOC_019184,EOG7H7JWW
XLOC_013125,EOG7JTGQB
XLOC_013127,EOG728JKR
RF55_13650,EOG79H328
XLOC_009933,EOG7WQHMX
XLOC_015186,EOG747ZCH
XLOC_015181,EOG78HCNT
XLOC_015180,EOG799BK0
RF55_1582,EOG7ND3XW
XLOC_012453,EOG70SH1P
RF55_1580,EOG79H326
RF55_1586,EOG7PCTBB
RF55_1584,EOG76XFT9
RF55_7835,EOG7BSD4Z
RF55_9351,EOG7133R5
RF55_5111,EOG72RWST
RF55_5110,EOG7DVP5S
RF55_5112,EOG7C04NH
RF55_5115,EOG7NPQNK
RF55_8345,EOG7ND3XZ
RF55_8344,EOG7SFSR8
RF55_8343,EOG7T215M
RF55_1401,EOG7FJRVH
XLOC_024027,EOG7T7RNZ
RF55_3983,EOG75N4QP
RF55_3457,EOG77T8ZQ
RF55_3986,EOG71ZXVZ
RF55_3455,EOG796GB4
RF55_3458,EOG76HZWS
RF55_1630,EOG74Z21K
RF55_1631,EOG7HF9DH
RF55_1632,EOG75FD78
RF55_1634,EOG74Z221
RF55_1636,EOG7FJRV7
RF55_1637,EOG7DG676
RF55_11872,EOG764GX2
XLOC_012981,EOG75FD83
RF55_6830,EOG7HBF49
RF55_2587,EOG78WVMC
RF55_2586,EOG722T4C
RF55_2584,EOG7TR3V4
RF55_2581,EOG7JMR7W
RF55_2580,EOG7VXJR3
RF55_6834,EOG7J1HT5
RF55_2859,EOG71S6DB
RF55_16065,EOG7ZSSN3
RF55_3677,EOG7K6ZQ3
RF55_3675,EOG7TV031
RF55_3670,EOG7VMZ0V
RF55_3678,EOG7F58WV
RF55_6008,EOG7JTGQ7
RF55_6006,EOG7T4WDM
RF55_6004,EOG7K9TX4
RF55_6005,EOG7JF0S8
RF55_6002,EOG7N3H70
RF55_9763,EOG7GJG85
RF55_12833,EOG7NWG4S
RF55_6111,EOG7K9TX6
XLOC_000209,EOG7KHKD5
XLOC_011185,EOG7ZD9PT
XLOC_008221,EOG7HN1VF
RF55_25363,EOG7M6P2J
XLOC_008228,EOG7RRQ3B
XLOC_025375,EOG74Z22B
XLOC_025371,EOG71KFXM
XLOC_014117,EOG7XQ70W
RF55_13783,EOG7SNJ6F
RF55_5528,EOG7GR6PW
XLOC_011982,EOG7GR6QZ
XLOC_023063,EOG78M7W5
RF55_3183,EOG7TR3TW
XLOC_023068,EOG7BPHWM
XLOC_020263,EOG71CQFP
XLOC_025084,EOG76TKM4
RF55_7351,EOG7R8BW8
XLOC_013728,EOG7K43F1
RF55_46,EOG7DVP5R
RF55_47,EOG7DVP5R
RF55_48,EOG7G7VHJ
RF55_7608,EOG7NSKWC
XLOC_006912,EOG7S561J
XLOC_006913,EOG72RWS2
XLOC_006914,EOG77QDS1
RF55_6910,EOG7ZM25S
RF55_14294,EOG7FC1CN
RF55_19078,EOG7WTCWC
RF55_14293,EOG75FD7C
RF55_6917,EOG700J3Q
RF55_17926,EOG73RM66
RF55_17924,EOG7094V2
RF55_17925,EOG7V4KSN
RF55_10602,EOG799BKD
RF55_18472,EOG7X9R24
XLOC_015605,EOG70PMRR
RF55_17367,EOG75XRDX
XLOC_017116,EOG716000
XLOC_004996,EOG7VQT7H
RF55_5931,EOG7M3STK
RF55_5930,EOG7D2Q84
RF55_5433,EOG75XRG1
RF55_4185,EOG70KRHZ
RF55_4184,EOG751X99
RF55_1355,EOG79KZ8V
RF55_4181,EOG751X9J
RF55_4180,EOG7T4WDQ
RF55_9162,EOG7JTGQB
RF55_9163,EOG78WVMD
RF55_4188,EOG7PCTC2
RF55_1359,EOG7GJG7J
RF55_1358,EOG7GR6Q8
RF55_5858,EOG7107GX
XLOC_001217,EOG7FRHB7
RF55_2623,EOG7J4D2R
RF55_5855,EOG7VXJQ4
RF55_5857,EOG7XWZHR
RF55_16526,EOG7SV8PS
RF55_3449,EOG7811FN
RF55_14039,EOG790QVJ
RF55_14030,EOG7QGCZ2
RF55_7749,EOG767C5F
RF55_11517,EOG7RZFJN
RF55_9298,EOG7V1QK0
RF55_17217,EOG7M6P36
RF55_9290,EOG7GNBGR
RF55_5436,EOG7D8FQS
RF55_5584,EOG7CP79W
RF55_5585,EOG7Q01RF
RF55_5582,EOG7DG66H
RF55_178,EOG7133QM
RF55_171,EOG7N0N01
RF55_176,EOG7DRSXX
RF55_174,EOG7F8544
XLOC_001869,EOG76QQCD
RF55_13625,EOG7QCHR4
RF55_13624,EOG7QCHR4
XLOC_011531,EOG7PGPJN
RF55_4329,EOG7BSD5B
RF55_1139,EOG7KT64F
RF55_4458,EOG7WMND4
RF55_1133,EOG799BJJ
RF55_4325,EOG7KQ9VQ
RF55_4327,EOG7N0N02
RF55_4326,EOG70D12J
RF55_5328,EOG7B39G2
RF55_2118,EOG7CGGV4
RF55_2119,EOG7B39G3
RF55_2114,EOG73RM68
RF55_2116,EOG71GKPJ
RF55_2110,EOG7DNXP7
RF55_5327,EOG7V4KSW
RF55_5324,EOG7KX2BQ
RF55_2113,EOG7P8Z3J
XLOC_018399,EOG703DC6
XLOC_018398,EOG7N6CG6
RF55_10843,EOG71W2MZ
XLOC_018391,EOG7TN7MH
XLOC_018390,EOG7R2MDN
XLOC_010568,EOG72CDVN
RF55_3861,EOG7133QQ
RF55_3860,EOG7VQT77
RF55_3865,EOG71W2P1
RF55_3864,EOG7JHW1B
RF55_3869,EOG71KFXN
RF55_3868,EOG7XT38C
RF55_10595,EOG79PTJB
RF55_10593,EOG72VS13
RF55_10590,EOG7SZ4XF
XLOC_003934,EOG7RG3BT
XLOC_013913,EOG71ZXWC
XLOC_013914,EOG7RZFJJ
XLOC_007549,EOG77HP85
RF55_13820,EOG7T7RNK
XLOC_002680,EOG7C8RC5
RF55_3246,EOG7N3H6Z
RF55_3244,EOG7GBQR0
RF55_3243,EOG7811GM
RF55_3240,EOG7DVP5C
XLOC_020077,EOG71GKPQ
RF55_12998,EOG7DVP5B
RF55_4256,EOG7JQMGN
RF55_12992,EOG7D2Q88
RF55_12993,EOG7WHS55
RF55_6219,EOG751X96
RF55_11071,EOG75XRDZ
RF55_6748,EOG7Z0TQZ
RF55_11075,EOG799BKH
RF55_11078,EOG72RWSW
RF55_11079,EOG7HTSBT
RF55_9935,EOG75XRDV
RF55_2179,EOG7CGGTZ
RF55_19249,EOG7FVCK7
RF55_19248,EOG7PPF22
RF55_20270,EOG76B7D6
RF55_2171,EOG718V6B
XLOC_025149,EOG78Q440
XLOC_021300,EOG7TFH52
XLOC_017342,EOG7ZWNW4
XLOC_023810,EOG7SFSR2
RF55_767,EOG7KMFMX
RF55_762,EOG7K176W
RF55_761,EOG7K1767
XLOC_001655,EOG76TKKP
RF55_7169,EOG77469D
RF55_7162,EOG7FNN32
RF55_548,EOG7FJRVG
RF55_549,EOG7VQT70
RF55_810,EOG718V6V
RF55_543,EOG7H4PP1
RF55_813,EOG7PS99N
RF55_544,EOG78M7X5
RF55_545,EOG771B2D
RF55_4664,EOG7C5W4G
RF55_4665,EOG771B2S
RF55_1830,EOG7P8Z33
XLOC_007300,EOG73G0GZ
RF55_1837,EOG7F2DN8
RF55_1834,EOG7PS99J
RF55_1835,EOG732HHJ
RF55_17020,EOG7KMFNB
RF55_17027,EOG72K5B2
RF55_3803,EOG7094TB
RF55_10031,EOG7SV8Q7
XLOC_019619,EOG7WHS4N
XLOC_018560,EOG77HP8C
XLOC_018565,EOG79D6TD
RF55_15775,EOG75TW67
RF55_3374,EOG7P36M8
RF55_15773,EOG76HZW1
RF55_15772,EOG76HZW1
RF55_5609,EOG74BTM6
XLOC_002309,EOG7811GT
XLOC_013142,EOG7746B2
RF55_2927,EOG7V4KT1
XLOC_010489,EOG7R8BWK
XLOC_018703,EOG7C8RBN
RF55_2920,EOG79H31J
XLOC_017919,EOG76B7CK
RF55_9335,EOG7P0BD6
XLOC_022021,EOG74BTMH
RF55_12172,EOG7F854B
RF55_12171,EOG7X14C7
RF55_5136,EOG7WDWWZ
RF55_8327,EOG77469P
RF55_5134,EOG7RG3BN
RF55_5133,EOG76HZVX
RF55_5131,EOG7TFH4X
RF55_8322,EOG7QCHQ7
RF55_8328,EOG77469P
RF55_5139,EOG7WTCVM
RF55_3157,EOG7TJCCX
RF55_1656,EOG718V69
RF55_1655,EOG79PTHT
RF55_1650,EOG74JK39
RF55_11851,EOG7RVK99
RF55_1658,EOG7V4KTK
RF55_2873,EOG7Z3PZQ
RF55_2871,EOG7JHW10
RF55_2875,EOG7C8RB9
RF55_2874,EOG786RXZ
XLOC_008020,EOG7S29SR
RF55_16081,EOG7BCX6B
XLOC_009263,EOG7SBXGS
XLOC_009268,EOG7JB4JB
RF55_9744,EOG75R0ZK
RF55_6022,EOG7TV02X
RF55_9743,EOG7W1DZP
XLOC_014256,EOG7B91Z4
XLOC_000223,EOG7PGPKP
RF55_12500,EOG7B39G7
RF55_12506,EOG7X9R2K
RF55_12505,EOG7X9R2K
RF55_2031,EOG7GFM01
RF55_1744,EOG7CGGTP
RF55_14252,EOG7K6ZP8
RF55_4513,EOG7XT38H
RF55_3470,EOG7Q8NH0
RF55_3476,EOG715ZZQ
XLOC_020794,EOG74V5SN
XLOC_020796,EOG7R5GNT
RF55_9730,EOG7H7JWH
RF55_4516,EOG78HCN7
RF55_20488,EOG7Q2X18
RF55_2309,EOG7PGPJZ
RF55_2308,EOG7ZWNWD
RF55_2301,EOG779XSC
RF55_2300,EOG7D2Q86
RF55_2303,EOG70WC82
RF55_2302,EOG7SNJ79
RF55_2304,EOG7B0F73
RF55_2307,EOG7X9R2P
RF55_2306,EOG78M7X3
RF55_9737,EOG7KT642
RF55_3655,EOG7MSWJ2
RF55_3650,EOG7094T7
