gene,NCBI_GeneID,NCBI_TranscriptID,CG_OE,GC_OE,Gene_body_methylation
NA,LOC100576231,XM_016915704.1,1.17307914,0.944428121,NA
GB40287,LOC551028,XM_016915705.1,1.163502119,1.126270051,0.00330337
GB40286,LOC725087,XM_016915706.1,1.04290728,0.821012114,0.00481336
NA,LOC102653604,XM_016915707.1,1.299729364,0.737193793,NA
GB54723,LOC726790,XM_016915708.1,1.474871023,0.877260946,0.00351663
GB54723,LOC726790,XM_016915709.1,1.476934005,0.871012362,0.00351663
GB54723,LOC726790,XM_016915710.1,1.47375072,0.876594584,0.00351663
GB54723,LOC726790,XM_016915711.1,1.515584416,0.876534577,0.00351663
GB54728,LOC100578321,XM_016915712.1,1.24735962,0.969678857,0.00333067
GB54728,LOC100578321,XM_016915713.1,1.229617491,1.030074302,0.00313344
GB54728,LOC100578321,XM_016915714.1,1.279143801,0.96025361,0.00278315
GB54728,LOC100578321,XM_016915715.1,1.208424908,0.977124828,0.00333067
GB54728,LOC100578321,XM_016915716.1,1.241120835,0.997409835,0.00309784
GB54728,LOC100578321,XM_016915717.1,1.199661591,0.996329118,0.00309784
GB54728,LOC100578321,XM_016915718.1,1.181793103,0.973241379,0.00306576
GB54722,LOC551895,XM_016915719.1,1.586175993,0.968713544,0.00278988
GB54722,LOC551895,XM_016915720.1,1.639166261,1.020684547,0.00288668
GB54722,LOC551895,XM_016915721.1,1.611249203,0.99307191,0.00289922
GB54722,LOC551895,XM_016915722.1,1.62983936,0.992608934,0.00278988
GB54783,LOC408402,XM_016915723.1,0.836131536,1.209174837,0.07413495
GB54714,LOC413266,XM_016915724.1,1.560735655,1.032839772,0.00377568
GB54791,LOC100576508,XM_016915725.1,1.348219922,0.831094473,0.00389492
GB54791,LOC100576508,XM_016915726.1,1.309306135,0.930296465,0.01585814
GB54791,LOC100576508,XM_016915727.1,1.322492216,0.949208123,0.01340703
GB54791,LOC100576508,XM_016915728.1,1.399351667,0.865578351,0.03030421
GB54791,LOC100576508,XM_016915729.1,1.2908856,0.941587143,0.03697338
GB54791,LOC100576508,XM_016915730.1,1.269715669,0.964983908,0.03697338
GB54791,LOC100576508,XM_016915731.1,1.324210526,0.967692308,0.03697338
GB54791,LOC100576508,XM_016915732.1,1.174671352,0.939737082,0.0357975
GB54791,LOC100576508,XM_016915733.1,1.200096978,0.96371424,0.0357975
GB54787,LOC100577146,XM_016915734.1,1.352319706,0.863182791,0.00296623
GB46496,LOC724235,XM_016915735.1,1.075387702,0.894903053,0.00445725
GB54719,LOC726852,XM_016915736.1,1.145255371,0.916204296,0.00249554
NA,LOC102654049,XM_016915737.1,1.28126902,1.08713735,NA
GB50675,LOC408408,XM_016915738.1,1.539032291,1.017787004,0.00617047
GB50672,LOC410427,XM_016915739.1,1.449354442,0.983868344,0.00348076
GB50672,LOC410427,XM_016915740.1,1.490459507,0.924849233,0.00341924
GB50672,LOC410427,XM_016915741.1,1.527131783,0.949612403,0.00365375
GB50672,LOC410427,XM_016915742.1,1.522596418,0.97541333,0.00344029
NA,LOC102654168,XM_016915743.1,1.505905512,1.26496063,NA
GB50683,LOC726093,XM_016915744.1,1.116559227,1.097472745,0.03972363
GB50683,LOC726093,XM_016915745.1,1.004346901,1.077580529,0.04471419
GB50683,LOC726093,XM_016915746.1,1.00224408,1.080138697,0.04452026
GB50683,LOC726093,XM_016915747.1,1.015931772,1.078772912,0.04452026
GB50683,LOC726093,XM_016915748.1,1.011166803,1.079276484,0.04452026
NA,LOC102655078,XM_016915749.1,1.564171123,1.173128342,NA
NA,LOC102656393,XM_016915750.1,1.538164917,1.17624376,NA
GB41075,LOC726541,XM_016915751.1,0.665774507,1.107288127,0.14061159
GB40128,LOC726547,XM_016915752.1,1.619757498,0.961820603,0.00349724
GB40128,LOC726547,XM_016915753.1,1.199654063,0.846814633,0.00333791
GB40128,LOC726547,XM_016915754.1,1.205654334,0.869902494,0.00340958
GB40128,LOC726547,XM_016915755.1,1.256765612,0.776149784,0.00344559
GB40128,LOC726547,XM_016915756.1,1.288510869,0.802002189,0.00337551
GB40089,LOC408430,XM_016915757.1,1.589303234,0.976159786,0.00331131
GB40089,LOC408430,XM_016915758.1,1.594343178,0.982006538,0.00331189
GB40089,LOC408430,XM_016915759.1,1.588589304,0.978117129,0.00331247
GB40089,LOC408430,XM_016915760.1,1.637745028,1.024201742,0.00306497
GB40089,LOC408430,XM_016915761.1,1.65251138,1.029718052,0.00306497
GB40125,LOC100578263,XM_016915762.1,1.389461279,0.894365881,0.00342459
GB48266,LOC724591,XM_016915763.1,0.65377176,1.293331091,0.1706103
GB48261,LOC410414,XM_016915764.1,1.394667819,1.061160297,0.02901884
NA,LOC724643,XM_016915765.1,1.143764172,0.967800454,NA
GB40077,LOC726040,XM_016915766.1,1.399561963,0.980714952,0.0032479
GB40077,LOC726040,XM_016915767.1,1.46426105,0.985048343,0.0033689
GB40076,LOC410448,XM_016915768.1,1.536238532,1.018682235,0.0036363
GB40076,LOC410448,XM_016915769.1,1.53000794,1.009154173,0.0036363
GB40145,LOC410449,XM_016915770.1,1.114247312,0.941346867,0.00395412
NA,LOC107965412,XM_016915771.1,1.958942131,0.913066248,NA
GB48238,LOC725290,XM_016915772.1,1.320139474,0.962378099,0.00842983
GB48243,LOC408406,XM_016915773.1,1.27291169,0.990042425,0.00365063
NA,LOC727186,XM_016915774.1,0.912723836,1.755238145,NA
GB48243,LOC408406,XM_016915775.1,1.284451438,0.965827825,0.00365063
NA,LOC107965415,XM_016915776.1,1.64100334,0.927523627,NA
GB48241,LOC725501,XM_016915777.1,1.455947993,1.084632397,0.00344726
GB48256,LOC725426,XM_016915778.1,1.066165414,1.243859649,0.07782593
GB40134,LOC408429,XM_016915779.1,1.355750196,0.977760098,0.00323976
GB40134,LOC408429,XM_016915780.1,1.371490903,0.97963636,0.00328918
GB40134,LOC408429,XM_016915781.1,1.361961384,0.981246721,0.0032659
GB40134,LOC408429,XM_016915782.1,1.353690955,0.990450549,0.00331644
GB40086,LOC410454,XM_016915783.1,1.273389013,0.9625147,0.00237941
GB40135,LOC726391,XM_016915784.1,1.365077652,0.788523116,0.00358983
GB40138,LOC726329,XM_016915785.1,1.319392881,0.874481328,0.00547684
GB40139,LOC408428,XM_016915786.1,1.254566608,0.795578825,0.00363569
GB48269,LOC100577569,XM_016915787.1,1.453000999,0.917206881,0.00318241
NA,LOC102654964,XM_016915788.1,1.30511298,0.896047718,NA
NA,LOC102654964,XM_016915789.1,1.401107048,0.945191262,NA
GB50660,LOC726248,XM_016915790.1,1.257102746,0.875198114,0.00434092
GB50658,LOC551739,XM_016915791.1,0.473568499,0.858342904,0.50956901
GB50686,LOC408411,XM_016915792.1,1.321324867,0.971441335,0.0033547
GB50686,LOC408411,XM_016915793.1,1.321324867,0.971441335,0.0033547
GB50686,LOC408411,XM_016915794.1,1.346854649,0.954022043,0.00334564
GB47429,LOC100577521,XM_016915795.1,1.094545455,0.835620723,0.00345251
GB50663,LOC408412,XM_016915796.1,0.635536527,1.404870217,0.46695379
GB48002,LOC724592,XM_016915797.1,1.08466741,0.899942392,0.00322164
GB48002,LOC724592,XM_016915798.1,1.073800601,0.898001388,0.00322123
GB48002,LOC724592,XM_016915799.1,1.075639354,0.89477964,0.00322123
GB48002,LOC724592,XM_016915800.1,1.083778142,0.894662493,0.00322123
GB48002,LOC724592,XM_016915801.1,1.100394496,0.887768468,0.00319903
GB48002,LOC724592,XM_016915802.1,1.05593834,0.909904315,0.00324899
GB48007,LOC408420,XM_016915803.1,1.337529535,0.847413818,0.00317258
GB48007,LOC408420,XM_016915804.1,1.289533136,0.822541712,0.00317258
GB48007,LOC408420,XM_016915805.1,1.292382919,0.810764565,0.00319457
GB48007,LOC408420,XM_016915806.1,1.28388466,0.818938775,0.00317258
GB48007,LOC408420,XM_016915807.1,1.324362507,0.825098863,0.00326962
GB48007,LOC408420,XM_016915808.1,1.313099945,0.89615298,0.00312162
GB48007,LOC408420,XM_016915809.1,1.304972084,0.891957145,0.00312162
GB40100,LOC726759,XM_016915810.1,1.058454819,0.917820962,0.10928996
GB40110,LOC100577222,XM_016915811.1,1.506809505,1.09365206,0.00377358
GB40110,LOC100577222,XM_016915812.1,1.496044304,1.103639241,0.00377358
NA,LOC107965423,XM_016915813.1,1.564330555,0.932114061,NA
NA,LOC102654503,XM_016915814.1,1.49839518,0.99893012,NA
GB50690,LOC726456,XM_016915815.1,1.328558704,1.024308619,0.00314623
GB42233,LOC410689,XM_016915816.1,1.396665689,0.914257781,0.00308928
GB54742,LOC726525,XM_016915817.1,1.20933618,1.09077381,0.06563226
GB54743,LOC408398,XM_016915818.1,1.40355846,0.938743646,0.01263247
GB54743,LOC408398,XM_016915819.1,1.350406504,0.937016758,0.01274554
GB54767,LOC410406,XM_016915820.1,1.532134532,0.962037962,0.00299825
NA,LOC726597,XM_016915821.1,1.305555068,0.92906942,NA
GB40140,LOC408427,XM_016915822.1,1.278391974,0.930545284,0.00357653
GB42233,LOC410689,XM_016915823.1,1.351518019,0.903631233,0.00290013
GB40109,LOC552377,XM_016915824.1,1.336479898,0.824495062,0.00336783
GB40109,LOC552377,XM_016915825.1,1.358227499,0.834128845,0.00336783
GB40109,LOC552377,XM_016915826.1,1.357020789,0.832206119,0.00336783
GB40109,LOC552377,XM_016915827.1,1.340194723,0.838517554,0.00336783
GB48275,LOC552209,XM_016915828.1,1.567145053,1.012169571,0.00301642
GB48275,LOC552209,XM_016915829.1,1.566977523,1.004677766,0.00301642
GB48275,LOC552209,XM_016915830.1,1.667747579,0.986411678,0.00335447
GB40284,LOC725159,XM_016915831.1,1.305098684,1.059210526,0.0022994
GB49899,LOC724962,XM_016915832.1,1.343115343,0.982003399,0.00301646
GB49899,LOC724962,XM_016915833.1,1.343334159,0.980320676,0.00301646
GB49899,LOC724962,XM_016915834.1,1.351932236,0.978196385,0.00301646
GB49899,LOC724962,XM_016915835.1,1.353422748,0.97520598,0.00301685
GB49899,LOC724962,XM_016915836.1,1.149222992,0.924375016,0.00267482
GB49899,LOC724962,XM_016915837.1,1.142231234,0.920752847,0.00267482
GB49899,LOC724962,XM_016915838.1,1.076762938,0.864673269,0.00304912
GB49899,LOC724962,XM_016915839.1,1.13997576,0.918934708,0.00267482
GB47788,LOC408435,XM_016915840.1,1.458506562,1.031328908,0.00331512
GB47788,LOC408435,XM_016915841.1,1.4578727,1.029985535,0.00331512
GB47788,LOC408435,XM_016915842.1,1.490123915,0.975435564,0.00328516
GB47788,LOC408435,XM_016915843.1,1.453289535,1.029671096,0.00331512
GB47788,LOC408435,XM_016915844.1,1.472942658,1.018063308,0.00331512
GB47788,LOC408435,XM_016915845.1,1.506523242,1.011044487,0.00333712
GB47791,LOC410465,XM_016915846.1,1.335720746,0.986838462,0.00353895
GB47791,LOC410465,XM_016915847.1,1.327762557,0.99086758,0.00353895
NA,LOC100576617,XM_016915848.1,1.550173491,0.923265094,NA
NA,LOC100576617,XM_016915849.1,1.676208728,0.977788424,NA
NA,LOC102655449,XM_016915850.1,1.173243934,0.87993295,NA
GB53865,LOC413596,XM_016915851.1,1.436349502,0.981625791,0.00232172
GB53865,LOC413596,XM_016915852.1,1.421388772,0.975823898,0.00313403
GB53865,LOC413596,XM_016915853.1,1.44450857,0.972332645,0.00240133
GB41547,LOC410078,XM_016915854.1,1.334233118,0.883786894,0.00390371
GB42233,LOC410689,XM_016915855.1,1.454239631,0.896109282,0.00310656
GB41544,LOC100578220,XM_016915856.1,1.150118238,0.893084238,0.00332505
GB41544,LOC100578220,XM_016915857.1,1.192720655,0.909392377,0.00350371
GB41544,LOC100578220,XM_016915858.1,1.147749132,0.893667263,0.00332505
GB41544,LOC100578220,XM_016915859.1,1.145890789,0.891248391,0.00332505
GB41549,LOC725393,XM_016915860.1,1.493120717,0.942344199,0.00323117
GB49868,LOC100578674,XM_016915861.1,0.872954814,0.754987947,0.11503426
GB49871,LOC550798,XM_016915862.1,0.84747133,1.140234153,0.1062441
GB49871,LOC550798,XM_016915863.1,0.628458498,1.066475027,0.03061347
GB53853,LOC411843,XM_016915864.1,0.980112896,1.143465046,0.01270044
GB53853,LOC411843,XM_016915865.1,0.874908659,1.135519748,0.00491726
GB53853,LOC411843,XM_016915866.1,0.83848813,1.14525208,0.00535131
GB53853,LOC411843,XM_016915867.1,0.817759064,1.127181412,0.00577632
GB53853,LOC411843,XM_016915868.1,0.749839481,1.181565242,0.01292442
GB47451,LOC725421,XM_016915869.1,0.787748059,1.432269198,0.08763186
GB42233,LOC410689,XM_016915870.1,1.625553376,0.863575231,0.00312443
GB41593,LOC551272,XM_016915871.1,1.048338421,1.204395804,0.00590192
GB47986,LOC100578685,XM_016915872.1,1.378064939,1.057145707,0.00287055
GB47987,LOC100578617,XM_016915873.1,1.570802258,1.291070349,0.00269374
NA,LOC102656701,XM_016915874.1,1.318874362,0.886118712,NA
GB42210,LOC552096,XM_016915875.1,1.257581815,0.943186361,0.00300576
GB47983,LOC100578886,XM_016915876.1,1.43697479,1.058823529,0.00367795
NA,LOC107965436,XM_016915877.1,1.52886926,1.146651945,NA
GB40282,LOC409714,XM_016915878.1,1.360935725,0.692547174,0.00317299
GB40282,LOC409714,XM_016915879.1,1.345458011,0.691717324,0.00317299
NA,LOC107965439,XM_016915880.1,2.049155146,1.201228879,NA
GB53862,LOC411396,XM_016915881.1,1.327861134,1.049936711,0.00181976
GB53862,LOC411396,XM_016915882.1,1.331023916,1.046246706,0.00181976
GB53862,LOC411396,XM_016915883.1,1.269133502,1.057611252,0.00202709
GB53862,LOC411396,XM_016915884.1,1.254029218,1.070317931,0.00203916
GB53862,LOC411396,XM_016915885.1,1.254852611,1.084551185,0.00184071
GB53862,LOC411396,XM_016915886.1,1.288308695,1.067849453,0.00202709
GB53862,LOC411396,XM_016915887.1,1.258584376,1.086959234,0.00183154
GB53976,LOC410756,XM_016915888.1,1.489273991,0.913289878,0.00334874
GB54751,LOC100577367,XM_016915889.1,0.923419,1.043252,0.28876691
GB48231,LOC410416,XM_016915890.1,1.444966814,0.901611525,0.00300504
NA,LOC102653890,XM_016915891.1,1.526614519,0.893231899,NA
NA,LOC102653890,XM_016915892.1,1.47632905,0.874655324,NA
GB48230,LOC100576527,XM_016915893.1,0.933797117,1.101880598,0.11411772
NA,LOC100577428,XM_016915894.1,1.527150031,1.052495292,NA
NA,LOC100577428,XM_016915895.1,1.504690666,1.016326152,NA
NA,LOC102653848,XM_016915896.1,1.642335766,0.88959854,NA
NA,LOC107965441,XM_016915897.1,1.168549796,0.637390798,NA
GB48006,LOC724803,XM_016915898.1,1.686834446,0.958428663,0.00208622
GB48006,LOC724803,XM_016915899.1,1.486518104,1.017091334,0.00214043
GB48006,LOC724803,XM_016915900.1,1.489319303,1.026253638,0.00214043
GB49901,LOC410399,XM_016915901.1,1.104337925,0.910242168,0.00365813
GB49902,LOC725099,XM_016915902.1,1.469616788,0.909762774,0.00257103
GB49902,LOC725099,XM_016915903.1,1.493082417,0.868071173,0.00294395
GB53976,LOC410756,XM_016915904.1,1.51364433,0.915872239,0.00335085
GB40074,LOC551592,XM_016915905.1,1.411859645,0.959174029,0.00320097
GB40074,LOC551592,XM_016915906.1,1.428975091,1.008541088,0.00264058
GB53976,LOC410756,XM_016915907.1,1.20532483,0.915519953,0.00333882
NA,LOC107965443,XM_016915908.1,1.464915699,0.854534158,NA
GB40158,LOC410438,XM_016915909.1,1.365547527,0.811947178,0.00240772
GB40158,LOC410438,XM_016915910.1,1.376748252,0.857517483,0.00331243
GB40063,LOC410442,XM_016915911.1,0.905910712,1.09173855,0.03665238
GB40063,LOC410442,XM_016915912.1,0.982656895,1.179188275,0.00439987
GB40057,LOC409961,XM_016915913.1,0.702702703,0.756756757,0.01343208
GB40157,LOC408421,XM_016915914.1,1.816602161,0.902515723,0.00360544
GB40061,LOC410439,XM_016915915.1,1.573435456,0.928584859,0.00332155
GB40061,LOC410439,XM_016915916.1,1.5611732,0.938950213,0.00332175
GB40061,LOC410439,XM_016915917.1,1.546949897,0.844234487,0.00327378
GB40155,LOC725354,XM_016915918.1,1.210584807,0.911124355,0.00338738
GB40155,LOC725354,XM_016915919.1,1.359350244,0.95250246,0.00336173
GB40151,LOC410441,XM_016915920.1,0.807840029,1.312740048,0.05192001
NA,LOC102655978,XM_016915921.1,1.221394172,0.772145741,NA
GB40278,LOC409736,XM_016915922.1,1.305710987,1.006039613,0.00258674
GB47438,LOC412081,XM_016915923.1,1.059373372,1.072214261,0.02511457
GB54750,LOC100576722,XM_016915924.1,1.361019815,0.808721919,0.00250181
GB54750,LOC100576722,XM_016915925.1,1.364204677,0.810614373,0.00250181
GB54750,LOC100576722,XM_016915926.1,1.377462477,0.833422675,0.00250181
GB54750,LOC100576722,XM_016915927.1,1.298277809,0.776421043,0.00269042
GB54750,LOC100576722,XM_016915928.1,1.315893665,0.784219457,0.00251954
GB54762,LOC410402,XM_016915929.1,1.401326964,0.875829352,0.00279845
GB54762,LOC410402,XM_016915930.1,1.210815301,0.842972678,0.00259727
GB54762,LOC410402,XM_016915931.1,1.17891145,0.826593086,0.00273251
GB54762,LOC410402,XM_016915932.1,1.192477625,0.878667724,0.00277471
NA,LOC107965449,XM_016915933.1,0.632285815,1.445224719,NA
NA,LOC107965449,XM_016915934.1,0.932131495,1.211770944,NA
NA,LOC413881,XM_016915935.1,0.916666667,0.775641026,NA
GB54753,LOC552678,XM_016915936.1,0.550016379,1.052205247,0.27024476
GB40283,LOC409715,XM_016915937.1,1.157882052,1.183053401,0.00307907
NA,LOC724961,XM_016915938.1,1.317144905,0.864376344,NA
GB47455,LOC726172,XM_016915939.1,0.476266667,1.111288889,0.18647509
GB47455,LOC726172,XM_016915940.1,0.322982216,1.103522572,0.18647509
GB50695,LOC726598,XM_016915941.1,1.002668229,1.218295805,0.0798214
NA,LOC107963985,XM_016915942.1,0.808271447,0.904494238,NA
GB40119,LOC552210,XM_016915943.1,1.082283173,0.81171238,0.00501894
GB55337,LOC725457,XM_016915944.1,1.605842943,0.850552406,0.00330874
GB50656,LOC100579038,XM_016915945.1,0.818162708,1.168803868,0.00601768
GB48222,LOC552398,XM_016915946.1,0.381714258,1.145142775,0.30980522
GB54745,LOC100577515,XM_016915947.1,1.443690306,1.197606731,0.00313326
GB49909,LOC725111,XM_016915948.1,0.53110324,0.940811453,0.56748711
GB49897,LOC724645,XM_016915949.1,1.259327292,0.955351739,0.00314157
GB49897,LOC724645,XM_016915950.1,1.281274281,0.951534577,0.00314157
GB54764,LOC100576819,XM_016915951.1,0.666519337,0.851663597,0.64166584
GB47994,LOC100578649,XM_016915952.1,1.421423538,0.94472662,0.00298766
GB40103,LOC100578511,XM_016915953.1,1.352123185,0.785103785,0.00270894
GB40103,LOC100578511,XM_016915954.1,1.183532066,0.773847889,0.00270894
GB47808,LOC100576879,XM_016915955.1,0.558853467,0.933974288,0.1477279
GB47808,LOC100576879,XM_016915956.1,0.559164631,0.934494314,0.1477279
GB47808,LOC100576879,XM_016915957.1,0.559971669,0.928172218,0.1477279
GB47808,LOC100576879,XM_016915958.1,0.560002337,0.948892849,0.1477279
GB47808,LOC100576879,XM_016915959.1,0.562668032,0.932421311,0.1477279
GB47808,LOC100576879,XM_016915960.1,0.55586691,0.94732248,0.1477279
GB47808,LOC100576879,XM_016915961.1,0.543033902,0.91328429,0.1477279
GB47808,LOC100576879,XM_016915962.1,0.563791204,0.947822894,0.1477279
GB47808,LOC100576879,XM_016915963.1,0.569712872,0.93882262,0.14089811
GB53963,LOC408631,XM_016915964.1,1.203068422,1.024075315,0.00587057
NA,LOC107965457,XM_016915965.1,1.461764706,0.913602941,NA
GB49853,LOC550732,XM_016915966.1,1.123132708,1.012767066,0.00293261
GB49853,LOC550732,XM_016915967.1,1.199154313,1.030762431,0.0025198
GB49924,LOC100578423,XM_016915968.1,1.186120759,0.809485258,0.00330993
GB49924,LOC100578423,XM_016915969.1,1.352533066,0.792647285,0.00322071
GB49924,LOC100578423,XM_016915970.1,1.279569892,0.777584781,0.003293
GB49924,LOC100578423,XM_016915971.1,1.255462963,0.968981481,0.00331979
GB49924,LOC100578423,XM_016915972.1,1.258176612,0.770380867,0.00325197
GB49924,LOC100578423,XM_016915973.1,1.260495853,0.74863704,0.00329845
GB49924,LOC100578423,XM_016915974.1,1.060972558,0.859659816,0.00329992
GB49857,LOC100577092,XM_016915975.1,1.470263246,0.742002012,0.00424552
GB53963,LOC408631,XM_016915976.1,1.201662846,1.03041851,0.00587057
GB41643,LOC406128,XM_016915977.1,1.471235551,0.964339269,0.00286659
GB52775,LOC406146,XM_016915978.1,1.240624464,0.891531,0.00324212
GB40007,LOC551356,XM_016915979.1,1.087965944,1.072423574,0.00293007
GB53963,LOC408631,XM_016915980.1,1.20322389,1.024856529,0.00587057
GB43543,LOC408450,XM_016915981.1,1.448382539,0.965588359,0.00953324
GB43543,LOC408450,XM_016915982.1,1.467230122,0.964890317,0.00954074
GB43543,LOC408450,XM_016915983.1,1.493294039,0.945394787,0.01197884
GB43543,LOC408450,XM_016915984.1,1.482090521,0.946590661,0.01073605
GB43543,LOC408450,XM_016915985.1,1.490617206,0.947606652,0.00990825
GB53963,LOC408631,XM_016915986.1,1.20176634,1.03138934,0.00587057
GB41629,LOC408489,XM_016915987.1,1.317115019,0.978499438,0.00317692
GB41629,LOC408489,XM_016915988.1,1.519397623,0.996652488,0.00315602
GB41629,LOC408489,XM_016915989.1,1.523027549,0.99596551,0.00315602
GB41629,LOC408489,XM_016915990.1,1.53246661,1.005738566,0.00315652
GB43633,LOC552415,XM_016915991.1,0.519357195,1.125273923,0.00641026
GB49048,LOC411779,XM_016915992.1,0.962796849,0.962796849,0.21647013
GB49018,LOC100576734,XM_016915993.1,1.204091277,1.123818526,0.00474594
NA,LOC107965470,XM_016915994.1,1.169230769,0.986538462,NA
GB43779,LOC100577849,XM_016915995.1,0.346897799,1.006003618,0.7285959
GB43771,LOC100577739,XM_016915996.1,0.620024618,1.119840382,0.17721165
GB43562,LOC724593,XM_016915997.1,0.681244335,0.851555419,0.26169513
NA,LOC725621,XM_016915998.1,1.556604152,0.871167665,NA
NA,LOC102653795,XM_016915999.1,0.704877323,1.471048327,NA
NA,LOC100578998,XM_016916000.1,0.890520282,0.984259259,NA
NA,LOC107963972,XM_016916001.1,0.250504032,1.002016129,NA
GB52752,LOC726493,XM_016916002.1,1.217944759,1.154674901,0.01344979
NA,LOC100576265,XM_016916003.1,0.739972337,1.109958506,NA
NA,LOC102656615,XM_016916004.1,0.574119693,1.681350529,NA
GB52708,LOC725754,XM_016916005.1,1.094200251,0.940756476,0.00361491
GB52708,LOC725754,XM_016916006.1,1.103617824,0.912992928,0.00361491
GB52708,LOC725754,XM_016916007.1,1.118463338,0.907788008,0.00363078
GB52708,LOC725754,XM_016916008.1,1.099835338,0.924446314,0.00360139
GB52708,LOC725754,XM_016916009.1,1.096575666,0.937599293,0.00361491
GB52708,LOC725754,XM_016916010.1,1.087498294,0.956522222,0.00357979
GB52708,LOC725754,XM_016916011.1,1.093575012,0.938928041,0.00361491
GB52708,LOC725754,XM_016916012.1,1.098512103,0.928372181,0.00360401
GB52708,LOC725754,XM_016916013.1,1.094016433,0.939851129,0.00361491
GB52708,LOC725754,XM_016916014.1,1.093782523,0.938330555,0.00361491
GB52708,LOC725754,XM_016916015.1,1.094186123,0.935067495,0.00361491
GB52773,LOC100578877,XM_016916016.1,1.453250198,1.027655497,0.00363252
GB52773,LOC100578877,XM_016916017.1,1.47634674,1.022506816,0.00363252
GB52704,LOC725467,XM_016916018.1,0.912518409,1.09941977,0.15300445
GB52706,LOC410526,XM_016916019.1,1.316309844,0.910447642,0.00348418
NA,LOC107965473,XM_016916020.1,1.125773196,1.558762887,NA
GB52701,LOC408467,XM_016916021.1,1.267328277,1.009668155,0.00339234
NA,LOC102654681,XM_016916022.1,0.614906832,0.782608696,NA
GB52701,LOC408467,XM_016916023.1,1.355604871,1.001437833,0.00327679
GB52701,LOC408467,XM_016916024.1,1.348569903,1.006263319,0.00342319
GB52701,LOC408467,XM_016916025.1,1.264869755,1.008229515,0.00339234
GB52701,LOC408467,XM_016916026.1,1.258340753,1.048617294,0.00355194
GB52701,LOC408467,XM_016916027.1,1.236767964,1.055482757,0.00378604
GB52701,LOC408467,XM_016916028.1,1.234828902,1.055642374,0.00375804
GB52785,LOC410521,XM_016916029.1,1.235150245,1.015024458,0.00212769
GB52786,LOC408465,XM_016916030.1,1.192894936,1.055253212,0.00385527
GB54151,LOC408463,XM_016916031.1,1.335193959,0.831699031,0.00313457
GB54151,LOC408463,XM_016916032.1,1.394888479,0.828614945,0.00310888
GB54151,LOC408463,XM_016916033.1,1.391860346,0.826115725,0.00310888
GB54151,LOC408463,XM_016916034.1,1.335380134,0.840368533,0.00316409
GB54966,LOC551469,XM_016916035.1,1.327855549,1.849513086,0.00293842
GB54151,LOC408463,XM_016916036.1,1.318868406,0.837194727,0.00309998
GB54150,LOC408462,XM_016916037.1,1.284821868,0.79562191,0.00296456
GB54150,LOC408462,XM_016916038.1,1.290114312,0.806321445,0.00291798
GB54150,LOC408462,XM_016916039.1,1.29193464,0.770993253,0.00303374
GB54966,LOC551469,XM_016916040.1,0.808602151,2.223655914,0.02291321
GB54156,LOC408464,XM_016916041.1,0.774643759,1.080898268,0.00338779
GB54162,LOC726697,XM_016916042.1,1.359244782,0.930009588,0.00703894
GB54162,LOC726697,XM_016916043.1,1.036782142,0.786524384,0.09238961
NA,LOC107964012,XM_016916044.1,1.620701058,0.997354497,NA
GB54154,LOC100578265,XM_016916045.1,1.223289994,0.917467496,0.00208132
NA,LOC102656485,XM_016916046.1,1.055147059,0.633088235,NA
NA,LOC107965480,XM_016916047.1,1.366447985,0.683223993,NA
NA,LOC107965481,XM_016916048.1,1.186556134,0.630357946,NA
NA,LOC100576690,XM_016916049.1,0.985853041,0.469453829,NA
GB43722,LOC408451,XM_016916050.1,1.135410106,0.958961239,0.00258688
GB43722,LOC408451,XM_016916051.1,1.127780583,0.966669071,0.00267149
NA,LOC107965485,XM_016916052.1,1.308059864,0.805959866,NA
GB41625,LOC552724,XM_016916053.1,1.260674139,0.774553006,0.00386491
GB41727,LOC410553,XM_016916054.1,1.138132745,0.914021664,0.00444433
GB41727,LOC410553,XM_016916055.1,1.15631561,0.924176491,0.00444433
GB45486,LOC412777,XM_016916056.1,1.294606209,0.863956916,0.00330061
GB41727,LOC410553,XM_016916057.1,1.137992105,0.913908717,0.00444433
GB41727,LOC410553,XM_016916058.1,1.14415829,0.915326632,0.00444433
GB41727,LOC410553,XM_016916059.1,1.156975891,0.924704216,0.00444433
GB41727,LOC410553,XM_016916060.1,1.139866476,0.915414004,0.00444433
GB41727,LOC410553,XM_016916061.1,1.134463942,0.914606589,0.00444433
GB41727,LOC410553,XM_016916062.1,1.139699651,0.918827625,0.00444433
GB41727,LOC410553,XM_016916063.1,1.145760272,0.920147246,0.00444433
GB41727,LOC410553,XM_016916064.1,1.137971592,0.898636297,0.00444433
GB41727,LOC410553,XM_016916065.1,1.140154201,0.900359865,0.00444433
GB41727,LOC410553,XM_016916066.1,1.136792017,0.90128132,0.00444433
GB41727,LOC410553,XM_016916067.1,1.178652426,0.951775668,0.00444433
GB41727,LOC410553,XM_016916068.1,1.169414829,0.886947479,0.00444433
GB41724,LOC727081,XM_016916069.1,1.354629644,0.932695821,0.0028158
NA,LOC107963969,XM_016916070.1,1.47594142,0.768298273,NA
NA,LOC102653936,XM_016916071.1,1.74212272,0.904998815,NA
GB52689,LOC724594,XM_016916072.1,1.409468124,0.928420983,0.00282487
GB52802,LOC100576128,XM_016916073.1,1.318060821,0.929794843,0.00308538
GB52685,LOC100576195,XM_016916074.1,0.742759065,1.114138597,0.07666667
