ID	RNAacc	CDSlen_ucsc	IntronLen_ucsc	UTRlen_ucsc	TotalLen_ucsc	CDSlen_GB	Q_bagel	SW_bagel	RW_bagel	Q/SW	log2Q/SW	P(Q>N)	P(Q>O)	P(N>Q)	P(N>O)	P(O>Q)	P(O>N)	Sig	FlyID	OGID	NoSpecies	AmelBranch	NvitBranch	ID2	CAI	ID3	Nc	ID4	Len_aa	Len_sym	GC	GC3s	GCn3s	GC1	GC2	GC3	T1	T2	T3	C1	C2	C3	A1	A2	A3	G1	G2	G3	RNAacc2	IntronGC	chromosome	start	end	RNAacc3	length	validLength	nrLength	gcContent	cpgContent	cpgOE	gpcContent	gpcOE	nrGCcontent	nrCpGcontent	nrCpGOE	nrGpCContent	nrGpCOE	abs_log2Q/SW 
GB17817	NM_001134950					1278	1.007549575	1.041223025	0.9512274	0.967659714	-0.047428294	0.3265	0.7517	0.6735	0.8881	0.2483	0.1119	NS	FBgn0004624	1467	5	0.028514	0.022373	GB17817-RA	0.585	GB17817-RA	49.98	GB17817-RA	425	411	0.516	0.635	0.459	0.539	0.362	0.647	0.162	0.275	0.167	0.205	0.193	0.336	0.299	0.362	0.186	0.334	0.169	0.311																				0.047428294
GB17818	NM_001136206					1002																		GB17818-RA	0.633	GB17818-RA	53.47	GB17818-RA	333	330	0.568	0.539	0.581	0.61	0.55	0.544	0.138	0.183	0.171	0.096	0.444	0.267	0.252	0.267	0.285	0.514	0.105	0.276																				
GB17819	NM_001079560					1422																		GB17819-RA	0.547	GB17819-RA	45.34	GB17819-RA	473	449	0.516	0.733	0.415	0.45	0.351	0.746	0.197	0.355	0.135	0.192	0.205	0.385	0.353	0.294	0.118	0.258	0.146	0.362																				
GB17820	XM_392056	1383	565	179	2127	1596	1.043297997	0.968707518	0.987994485	1.077	0.10701825	0.892	0.8594	0.108	0.4151	0.1406	0.5849	NS	FBgn0022772	3904	4	0.21867	0.24051	GB17820-RA	0.856	GB17820-RA	37.99	GB17820-RA	531	514	0.293	0.111	0.38	0.39	0.35	0.139	0.224	0.286	0.405	0.147	0.215	0.053	0.386	0.363	0.456	0.243	0.136	0.087	XM_392056	0.15	chr15	1951753	1953880	XM_392056	2128	2128	1726	0.253759398	0.013634227	0.852588014	0.023037142	1.440579748	0.297798378	0.01627907	0.737478498	0.028488372	1.290587372	0.10701825
GB17821	XM_397506	378	97446	1365	99189	279																		GB17821-RA	0.633	GB17821-RA	61	GB17821-RA	92	89	0.467	0.562	0.422	0.446	0.38	0.576	0.261	0.283	0.25	0.185	0.185	0.315	0.293	0.337	0.174	0.261	0.196	0.261	XM_397506	0.31	chr15	6475872	6575061	XM_397506	99190	98915	90924	0.311226811	0.035687928	1.473973645	0.021716054	0.896910875	0.33079275	0.038568343	1.410072937	0.023570767	0.861756004	
GB17822	XM_001121311					8475													FBgn0040232	779	4	0.41604	0.32626	GB17822-RA	0.862	GB17822-RA	37.11	GB17822-RA	2824	2770	0.247	0.122	0.308	0.388	0.214	0.139	0.184	0.282	0.36	0.12	0.136	0.047	0.427	0.504	0.5	0.268	0.078	0.092																				
GB17823	XM_001120460					633													FBgn0052262	7563	4	0.16921	0.26746	GB17823-RA	0.823	GB17823-RA	48.66	GB17823-RA	210	193	0.295	0.171	0.35	0.367	0.281	0.238	0.276	0.39	0.438	0.162	0.152	0.1	0.357	0.329	0.324	0.205	0.129	0.138																				
GB17824						1299																		GB17824-RA	0.892	GB17824-RA	33.85	GB17824-RA	432	419	0.233	0.091	0.301	0.317	0.264	0.118	0.282	0.331	0.456	0.13	0.167	0.053	0.4	0.405	0.426	0.188	0.097	0.065																				
GB17825	XM_001120416					3369													FBgn0003278	324	5	0.084024	0.14592	GB17825-RA	0.874	GB17825-RA	35.44	GB17825-RA	1122	1065	0.313	0.101	0.411	0.429	0.364	0.147	0.232	0.307	0.435	0.155	0.193	0.049	0.34	0.33	0.418	0.274	0.171	0.098																				
GB17826	XM_393723	603	513	223	1339	603	1.065657434	0.978630273	0.955712292	1.088927518	0.122907927	0.9065	0.9689	0.0935	0.7247	0.0311	0.2753	NS	FBgn0015789	5644	4	0.002898	0.029285	GB17826-RA	0.836	GB17826-RA	40.93	GB17826-RA	200	192	0.333	0.188	0.402	0.415	0.365	0.22	0.18	0.29	0.385	0.08	0.19	0.08	0.405	0.345	0.395	0.335	0.175	0.14	XM_393723	0.17	chr10	8828144	8829483	XM_393723	1340	1340	1153	0.286567164	0.021657954	1.105335578	0.024645258	1.257795658	0.320901995	0.025239339	1.018962125	0.028720627	1.159508626	0.122907927
GB17827	XM_624176	648	633	0	1281	648													FBgn0000077	6425	4	0.20167	0.16699	GB17827-RA	0.884	GB17827-RA	34.82	GB17827-RA	215	206	0.321	0.097	0.426	0.386	0.442	0.135	0.307	0.256	0.47	0.126	0.186	0.047	0.307	0.302	0.395	0.26	0.256	0.088	XM_624176	0.19	chr1	18046595	18047876	XM_624176	1282	1282	1086	0.257410296	0.012490242	0.789538942	0.015612802	0.986923677	0.29558011	0.01480111	0.710474971	0.018501388	0.888093713	
GB17828	XM_392974	2763	4748	0	7511	2961	0.975552651	0.992615066	1.031832283	0.982810643	-0.025014614	0.416	0.2304	0.584	0.2998	0.7696	0.7002	NS	FBgn0035799	3106	5	0.50329	0.5407	GB17828-RA	0.806	GB17828-RA	44.65	GB17828-RA	986	948	0.344	0.217	0.403	0.457	0.327	0.247	0.193	0.273	0.342	0.153	0.186	0.101	0.35	0.401	0.411	0.304	0.141	0.146	XM_392974	0.16	chrUn	70879486	70886997	XM_392974	7512	7512	5126	0.232428115	0.014512049	1.0865796	0.015310877	1.146391321	0.298868513	0.020200039	0.919332266	0.021572857	0.981811158	0.025014614
GB17829	XM_624877	6096	2600	0	8696	6150													FBgn0035420	93	5	0.080504	0.10527	GB17829-RA	0.82	GB17829-RA	40.39	GB17829-RA	2049	1971	0.351	0.166	0.438	0.477	0.379	0.198	0.216	0.306	0.365	0.174	0.209	0.082	0.307	0.316	0.438	0.303	0.17	0.116	XM_624877	0.17	chrUn	62185445	62194141	XM_624877	8697	8697	7456	0.297343912	0.018629255	0.855113179	0.028403864	1.303783674	0.33597103	0.021654338	0.778304413	0.033086752	1.18921047	
GB17830	XM_001120577					600														8610	3	0.37727	0.59206	GB17830-RA	0.83	GB17830-RA	38.51	GB17830-RA	199	193	0.317	0.145	0.399	0.417	0.362	0.171	0.246	0.302	0.402	0.176	0.231	0.06	0.337	0.337	0.427	0.241	0.131	0.111																				
GB17831	XM_623458	1458	763	522	2743	1494	1.264477871	0.775496382	0.960025746	1.63054	0.705349834	1	0.9983	0	0.0071	0.0017	0.9929	Q						GB17831-RA	0.689	GB17831-RA	54.01	GB17831-RA	497	481	0.39	0.407	0.382	0.433	0.312	0.427	0.205	0.34	0.282	0.161	0.179	0.209	0.362	0.348	0.292	0.272	0.133	0.217	XM_623458	0.21	chrUn	250924410	250927153	XM_623458	2744	2744	2465	0.304300292	0.034998177	1.516627157	0.028436019	1.232259565	0.332251521	0.039056143	1.418408426	0.031733116	1.152456846	0.705349834
GB17832						966																		GB17832-RA	0.846	GB17832-RA	41.99	GB17832-RA	321	311	0.268	0.145	0.327	0.361	0.271	0.171	0.234	0.237	0.364	0.131	0.196	0.056	0.405	0.492	0.464	0.231	0.075	0.115																				
GB17833						4110	0.989486303	0.971990474	1.038523222	1.018	0.025737562	0.7619	0.3975	0.2381	0.1565	0.6025	0.8435	NS	FBgn0026432	3263	3	0.58357	0.50284	GB17833-RA	0.855	GB17833-RA	37.63	GB17833-RA	1369	1325	0.262	0.114	0.333	0.353	0.292	0.142	0.25	0.31	0.416	0.151	0.188	0.054	0.397	0.397	0.441	0.202	0.104	0.088																				0.025737562
GB17834						7797													FBgn0052436	275	4	0.27668	0.43105	GB17834-RA	0.513	GB17834-RA	41.84	GB17834-RA	2598	2499	0.556	0.793	0.444	0.509	0.358	0.801	0.181	0.291	0.098	0.176	0.209	0.361	0.31	0.35	0.101	0.334	0.149	0.44																				
GB17835	XM_001119850					738	1.091496162	0.939996867	0.968506972	1.16117	0.215579204	0.9134	0.8692	0.0866	0.3637	0.1308	0.6363	NS						GB17835-RA	0.874	GB17835-RA	34.7	GB17835-RA	245	237	0.337	0.089	0.456	0.445	0.449	0.118	0.192	0.249	0.424	0.22	0.273	0.037	0.363	0.302	0.457	0.224	0.176	0.082																				0.215579204
GB17836	XM_392599	624	360	173	1157	624														6775	4	0.032876	0.10472	GB17836-RA	0.875	GB17836-RA	34.7	GB17836-RA	207	198	0.346	0.091	0.466	0.483	0.425	0.13	0.227	0.401	0.507	0.082	0.246	0.043	0.29	0.174	0.362	0.401	0.179	0.087	XM_392599	0.12	chrUn	23598195	23599352	XM_392599	1158	1158	780	0.247841105	0.008643042	0.593264161	0.025929127	1.779792482	0.333333333	0.011627907	0.449340613	0.03875969	1.497802042	
GB17837	XM_394656	2709	2255	0	4964	2634																		GB17837-RA	0.819	GB17837-RA	41.02	GB17837-RA	877	847	0.352	0.159	0.443	0.495	0.373	0.188	0.217	0.308	0.408	0.171	0.218	0.087	0.288	0.319	0.404	0.324	0.155	0.101	XM_394656	0.17	chrUn	73334666	73339630	XM_394656	4965	4965	4001	0.271097684	0.014705882	0.801321872	0.022159549	1.207471313	0.321169708	0.018314099	0.711144393	0.027094832	1.052104034	
GB17838	XM_392388	2439	88766	0	91205	2568	0.873889069	1.052730466	1.073380465	0.830116632	-0.268614044	0.0032	0.0024	0.9968	0.3866	0.9976	0.6134	W						GB17838-RA	0.573	GB17838-RA	52.19	GB17838-RA	855	826	0.547	0.644	0.501	0.542	0.443	0.656	0.168	0.228	0.164	0.206	0.26	0.308	0.29	0.329	0.18	0.336	0.184	0.349	XM_392388	0.41	chr5	11315660	11406865	XM_392388	91206	84594	79365	0.409839941	0.072649674	1.730212217	0.038695262	0.921559737	0.422969823	0.076719209	1.715900435	0.041003572	0.917085131	0.268614044
GB17839	XM_396935	1701	11251	0	12952	1080														6620	4	0.35407	0.34826	GB17839-RA	0.842	GB17839-RA	41.19	GB17839-RA	359	345	0.309	0.13	0.393	0.415	0.348	0.164	0.256	0.306	0.46	0.195	0.212	0.056	0.329	0.345	0.376	0.22	0.136	0.109	XM_396935	0.22	chr13	2014300	2027252	XM_396935	12953	12072	8059	0.214380384	0.017069937	1.489198094	0.014749751	1.286782819	0.283409852	0.024834644	1.23974853	0.021215525	1.059081659	
GB17840	XM_392162	666	383	56	1105	666	1.130361476	0.933242083	0.936396441	1.21122	0.276460933	0.9977	0.9986	0.0023	0.4935	0.0014	0.5065	Q		6173	4	0.11024	0.078543	GB17840-RA	0.867	GB17840-RA	34.98	GB17840-RA	221	206	0.306	0.146	0.379	0.403	0.312	0.204	0.231	0.357	0.33	0.127	0.19	0.09	0.367	0.33	0.466	0.276	0.122	0.113	XM_392162	0.13	chr1	4355886	4356991	XM_392162	1106	1106	909	0.245027125	0.007239819	0.497304989	0.013574661	0.932446854	0.290429043	0.008849558	0.431654146	0.01659292	0.809351524	0.276460933
GB17841						471																		GB17841-RA	0.574	GB17841-RA	51.75	GB17841-RA	156	152	0.534	0.559	0.522	0.609	0.423	0.571	0.147	0.301	0.237	0.314	0.167	0.301	0.244	0.276	0.192	0.295	0.256	0.269																				
GB17842	XM_396001	1755	580	0	2335	1809													FBgn0029798	2389	5	0.14429	0.16674	GB17842-RA	0.89	GB17842-RA	35.07	GB17842-RA	602	583	0.272	0.091	0.359	0.385	0.312	0.12	0.236	0.304	0.425	0.148	0.181	0.053	0.379	0.384	0.455	0.238	0.131	0.066	XM_396001	0.08	chrUn	4037930	4040265	XM_396001	2336	2336	1788	0.229452055	0.003426124	0.261760801	0.015417559	1.177923603	0.284675615	0.004494382	0.223429241	0.020224719	1.005431585	
GB17843	XM_395525	2778	1710	0	4488	2856																		GB17843-RA	0.83	GB17843-RA	40.03	GB17843-RA	951	936	0.379	0.177	0.477	0.497	0.449	0.19	0.201	0.233	0.434	0.166	0.221	0.104	0.302	0.318	0.375	0.331	0.228	0.086	XM_395525	0.21	chr5	8888872	8893360	XM_395525	4489	4489	3745	0.312096235	0.020944742	0.864976352	0.025623886	1.058215749	0.354072096	0.024912939	0.796621556	0.030806322	0.985069666	
GB17844	XM_393065	1356	1314	0	2670	1386	1.127303742	0.910569895	0.962126363	1.238020001	0.308034622	0.9989	0.9905	0.0011	0.2068	0.0095	0.7932	Q	FBgn0016034	8605	4	0.46907	0.54665	GB17844-RA	0.822	GB17844-RA	42.41	GB17844-RA	461	447	0.336	0.166	0.417	0.447	0.369	0.191	0.195	0.269	0.388	0.169	0.178	0.087	0.358	0.362	0.421	0.278	0.191	0.104	XM_393065	0.13	chrUn	22421869	22424539	XM_393065	2671	2671	1772	0.23436915	0.013108614	0.968868305	0.017977528	1.328733675	0.319977427	0.019307212	0.767008302	0.02725724	1.08283525	0.308034622
GB17845	XM_394426	3414	2469	117	6000	3414														327	4	0.039164	0.10108	GB17845-RA	0.859	GB17845-RA	36.32	GB17845-RA	1137	1090	0.33	0.102	0.436	0.467	0.383	0.139	0.245	0.303	0.411	0.177	0.223	0.051	0.288	0.315	0.45	0.29	0.16	0.088	XM_394426	0.14	chr3	7777872	7783872	XM_394426	6001	6001	4735	0.250958174	0.008333333	0.533882233	0.0195	1.249284426	0.301161563	0.010173802	0.452685045	0.024586689	1.093988858	
GB17846						831																		GB17846-RA	0.841	GB17846-RA	40	GB17846-RA	276	269	0.315	0.112	0.413	0.388	0.424	0.134	0.221	0.257	0.442	0.138	0.286	0.058	0.391	0.319	0.424	0.25	0.138	0.076																				
GB17847						672																		GB17847-RA	0.519	GB17847-RA	42.11	GB17847-RA	223	216	0.589	0.773	0.501	0.511	0.475	0.78	0.17	0.247	0.126	0.184	0.265	0.323	0.318	0.278	0.094	0.327	0.211	0.457																				
GB17848	XM_001121410					1770																		GB17848-RA	0.846	GB17848-RA	37.07	GB17848-RA	589	575	0.306	0.129	0.391	0.448	0.319	0.149	0.226	0.285	0.43	0.185	0.161	0.058	0.326	0.396	0.421	0.263	0.158	0.092																				
GB17849						1410																		GB17849-RA	0.664	GB17849-RA	50.96	GB17849-RA	469	457	0.448	0.481	0.433	0.49	0.36	0.495	0.22	0.245	0.239	0.228	0.258	0.207	0.29	0.394	0.267	0.262	0.102	0.288																				
GB17850	XM_395499	1320	2604	2	3926	1437														2533	4	0.027961	0.01824	GB17850-RA	0.834	GB17850-RA	40.25	GB17850-RA	478	463	0.365	0.153	0.467	0.519	0.397	0.18	0.199	0.259	0.425	0.18	0.199	0.086	0.282	0.343	0.395	0.339	0.199	0.094	XM_395499	0.16	chr11	9926793	9930719	XM_395499	3927	3927	2344	0.229182582	0.010952624	0.849190603	0.017829852	1.382403307	0.326791809	0.018033491	0.688141525	0.027908974	1.064980932	
GB17851	XM_001122300					1299																		GB17851-RA	0.727	GB17851-RA	53.81	GB17851-RA	432	423	0.36	0.3	0.389	0.431	0.336	0.315	0.255	0.354	0.354	0.178	0.199	0.176	0.315	0.31	0.331	0.252	0.137	0.139																				
GB17852	XM_001121565					1935													FBgn0037977	2021	5	0.23237	0.24263	GB17852-RA	0.76	GB17852-RA	49.43	GB17852-RA	644	620	0.381	0.268	0.434	0.48	0.368	0.295	0.233	0.306	0.365	0.183	0.193	0.13	0.287	0.326	0.34	0.297	0.175	0.165																				
GB17853	XM_624345	960	485	0	1445	960														7193	4	0.15191	0.2725	GB17853-RA	0.863	GB17853-RA	33.17	GB17853-RA	319	308	0.281	0.114	0.361	0.404	0.295	0.144	0.219	0.27	0.411	0.157	0.182	0.05	0.376	0.436	0.445	0.248	0.113	0.094	XM_624345	0.12	chrUn	30253022	30254467	XM_624345	1446	1446	1134	0.224757953	0.005536332	0.445470851	0.015224913	1.22504484	0.278659612	0.007085917	0.370368538	0.019486271	1.01851348	
GB17854	XM_001120000					471																		GB17854-RA	0.801	GB17854-RA	40.52	GB17854-RA	156	154	0.297	0.201	0.344	0.353	0.327	0.212	0.282	0.41	0.378	0.103	0.179	0.147	0.365	0.263	0.41	0.25	0.147	0.064																				
GB17855	XR_014882					2337																		GB17855-RA	0.879	GB17855-RA	33.9	GB17855-RA	778	762	0.253	0.072	0.34	0.377	0.29	0.091	0.215	0.316	0.432	0.127	0.159	0.024	0.409	0.393	0.477	0.249	0.131	0.067																				
GB17856	XM_001122734					744																		GB17856-RA	0.611	GB17856-RA	52.37	GB17856-RA	247	235	0.457	0.583	0.399	0.433	0.336	0.603	0.211	0.36	0.198	0.166	0.174	0.296	0.356	0.304	0.198	0.267	0.162	0.308																				
GB17857						330																		GB17857-RA	0.615	GB17857-RA	51.1	GB17857-RA	109	104	0.498	0.51	0.493	0.541	0.422	0.532	0.22	0.339	0.275	0.193	0.211	0.266	0.239	0.239	0.193	0.349	0.211	0.266																				
GB17858	XM_001123356					2298																		GB17858-RA	0.775	GB17858-RA	45.92	GB17858-RA	765	750	0.316	0.239	0.353	0.395	0.299	0.254	0.183	0.271	0.342	0.119	0.195	0.089	0.422	0.43	0.404	0.276	0.105	0.165																				
GB17859	XM_001119866					1035																		GB17859-RA	0.864	GB17859-RA	35.55	GB17859-RA	344	335	0.265	0.125	0.331	0.398	0.247	0.148	0.174	0.317	0.372	0.125	0.142	0.038	0.427	0.436	0.48	0.273	0.105	0.11																				
GB17860						447																		GB17860-RA	0.9	GB17860-RA	36.52	GB17860-RA	148	145	0.185	0.09	0.231	0.27	0.176	0.108	0.284	0.426	0.507	0.115	0.101	0.034	0.446	0.399	0.385	0.155	0.074	0.074																				
GB17861	XM_001120913					1029																		GB17861-RA	0.824	GB17861-RA	40.4	GB17861-RA	342	331	0.29	0.16	0.353	0.368	0.316	0.187	0.269	0.363	0.374	0.175	0.19	0.064	0.363	0.322	0.439	0.193	0.126	0.123																				
GB17862	XM_624898	1779	1241	177	3197	1773																		GB17862-RA	0.897	GB17862-RA	34.81	GB17862-RA	590	570	0.304	0.088	0.407	0.446	0.347	0.119	0.236	0.261	0.436	0.149	0.183	0.044	0.319	0.392	0.446	0.297	0.164	0.075	XM_624898	0.17	chr10	3812893	3816090	XM_624898	3198	3198	2697	0.24796748	0.011886143	0.790441588	0.020644354	1.372872233	0.279940675	0.013759762	0.719007763	0.02454444	1.282554388	
GB17863	XM_394428	954	399	0	1353	954														6291	4	0.26484	0.25442	GB17863-RA	0.901	GB17863-RA	32.87	GB17863-RA	317	302	0.282	0.079	0.376	0.375	0.347	0.123	0.224	0.334	0.413	0.129	0.199	0.032	0.401	0.319	0.464	0.246	0.148	0.091	XM_394428	0.11	chr3	8372186	8373539	XM_394428	1354	1354	1108	0.231905465	0.003695492	0.279866313	0.019955654	1.511278088	0.273465704	0.004537205	0.249760709	0.024500907	1.34870783	
GB17864	XM_623447	1446	2388	673	4507	1446	0.971166079	1.000572988	1.028260933	0.970609931	-0.043036473	0.2962	0.1983	0.7038	0.3536	0.8017	0.6464	NS						GB17864-RA	0.811	GB17864-RA	44.81	GB17864-RA	481	465	0.373	0.2	0.455	0.511	0.38	0.227	0.179	0.304	0.397	0.177	0.225	0.114	0.31	0.316	0.376	0.335	0.156	0.112	XM_623447	0.16	chrUn	67494584	67499091	XM_623447	4508	4458	3135	0.234410049	0.015933573	1.161518211	0.022441652	1.635941142	0.29569378	0.02178091	0.999708966	0.030108905	1.38195063	0.043036473
GB17865	XM_393204	423	642	306	1371	423	0.956248446	1.05248529	0.991266264	0.908562291	-0.138342666	0.045	0.2498	0.955	0.8668	0.7502	0.1332	NS		7886	4	0.040624	0.075431	GB17865-RA	0.777	GB17865-RA	38.06	GB17865-RA	140	136	0.369	0.25	0.426	0.479	0.357	0.271	0.157	0.264	0.35	0.179	0.207	0.129	0.364	0.379	0.379	0.3	0.15	0.143	XM_393204	0.17	chr1	14241193	14242564	XM_393204	1372	1372	1022	0.252186589	0.01750547	1.110505089	0.014587892	0.925420907	0.313111546	0.023622047	0.968360234	0.019685039	0.806966861	0.138342666
GB17866	XM_392175	1605	352	598	2555	1605	0.925100759	1.069749514	1.005149728	0.864782593	-0.209590611	0.0056	0.054	0.9944	0.8857	0.946	0.1143	W		3416	3	0.32328	0.2292	GB17866-RA	0.843	GB17866-RA	40.09	GB17866-RA	534	512	0.327	0.131	0.419	0.433	0.382	0.167	0.255	0.298	0.434	0.155	0.232	0.06	0.313	0.32	0.399	0.277	0.15	0.107	XM_392175	0.15	chr1	22446128	22448683	XM_392175	2556	2556	2423	0.281298905	0.015655577	0.796052549	0.024657534	1.253782764	0.292199752	0.016535759	0.780670376	0.02604382	1.229555842	0.209590611
GB17867	XM_396828	954	14271	293	15518	954	0.833956484	1.036666287	1.129377229	0.804459925	-0.313907541	0.0063	0.0009	0.9937	0.1321	0.9991	0.8679	W	FBgn0052698	3451	4	0.097729	0.098081	GB17867-RA	0.541	GB17867-RA	51.78	GB17867-RA	317	302	0.554	0.709	0.482	0.558	0.382	0.722	0.183	0.293	0.142	0.281	0.196	0.363	0.259	0.325	0.136	0.278	0.186	0.36	XM_396828	0.31	chrUn	30062954	30078472	XM_396828	15519	15469	14446	0.32645937	0.04551626	1.711275521	0.025085666	0.943146168	0.339401911	0.048335645	1.681527611	0.026699029	0.928820847	0.313907541
GB17868	XM_397330	1437	427	909	2773	1437																		GB17868-RA	0.791	GB17868-RA	45.44	GB17868-RA	478	452	0.372	0.208	0.448	0.494	0.372	0.251	0.209	0.316	0.366	0.186	0.186	0.105	0.297	0.312	0.383	0.308	0.186	0.146	XM_397330	0.17	chrUn	21839288	21842061	XM_397330	2774	2774	2412	0.307858688	0.025604039	1.108719651	0.028489001	1.233645809	0.339552239	0.02952183	1.048639956	0.032848233	1.166796571	
GB17869	XM_392616	1167	4670	79	5916	1320																		GB17869-RA	0.707	GB17869-RA	55.35	GB17869-RA	439	411	0.411	0.377	0.426	0.465	0.351	0.417	0.159	0.26	0.262	0.157	0.178	0.146	0.376	0.39	0.321	0.308	0.173	0.271	XM_392616	0.19	chrUn	87057482	87063398	XM_392616	5917	5917	4385	0.231029238	0.018255578	1.386399467	0.015551048	1.181006953	0.281413911	0.024289643	1.241046392	0.020394134	1.04201065	
GB17870	XM_001121495					978																		GB17870-RA	0.893	GB17870-RA	35.89	GB17870-RA	325	307	0.306	0.075	0.412	0.44	0.351	0.126	0.203	0.271	0.425	0.151	0.206	0.046	0.357	0.378	0.449	0.289	0.145	0.08																				
GB17871	XM_391937	2892	113172	0	116064	3504	1.0138581	1.002367617	0.983774283	1.011463342	0.016444034	0.6387	0.8067	0.3613	0.7061	0.1933	0.2939	NS						GB17871-RA	0.596	GB17871-RA	55.96	GB17871-RA	1167	1144	0.536	0.581	0.513	0.552	0.465	0.59	0.187	0.219	0.204	0.23	0.274	0.278	0.261	0.316	0.207	0.322	0.191	0.311	XM_391937	0.43	chr12	6315540	6431604	XM_391937	116065	115865	109906	0.429448065	0.072518557	1.572916193	0.043535301	0.944273896	0.437018907	0.075732454	1.586227813	0.045441294	0.951774851	0.016444034
GB17872	XM_395578	2475	3871	0	6346	2358													FBgn0039554	6224	4	0.25146	0.41558	GB17872-RA	0.865	GB17872-RA	36.05	GB17872-RA	785	762	0.293	0.1	0.385	0.418	0.335	0.126	0.242	0.307	0.451	0.153	0.166	0.048	0.34	0.358	0.423	0.265	0.169	0.078	XM_395578	0.15	chrUn	93734860	93741206	XM_395578	6347	6347	4408	0.207342051	0.007878979	0.747062608	0.012763946	1.210241425	0.266787659	0.010499886	0.60121191	0.017347638	0.993306634	
GB17873	XM_396915	3048	133	0	3181	3048																		GB17873-RA	0.809	GB17873-RA	42.21	GB17873-RA	1015	975	0.347	0.187	0.423	0.454	0.368	0.219	0.218	0.344	0.397	0.148	0.216	0.083	0.328	0.288	0.384	0.306	0.153	0.136	XM_396915	0.2	chr1	8890814	8893995	XM_396915	3182	3182	3182	0.340666248	0.022948758	0.805996167	0.032379755	1.137227468	0.340666248	0.022948758	0.805996167	0.032379755	1.137227468	
GB17874	XM_392695	1956	2343	102	4401	1956													FBgn0020887	1056	4	0.031216	0.082998	GB17874-RA	0.823	GB17874-RA	42.46	GB17874-RA	651	624	0.338	0.162	0.421	0.453	0.366	0.197	0.217	0.26	0.401	0.203	0.19	0.068	0.33	0.375	0.402	0.25	0.175	0.129	XM_392695	0.18	chrUn	70037695	70042096	XM_392695	4402	4241	2844	0.248290498	0.014154282	0.925301516	0.017692852	1.156626895	0.334036568	0.020877565	0.754908665	0.026539278	0.959629659	
GB17875	NM_001077820					351																		GB17875-RA	0.833	GB17875-RA	34.74	GB17875-RA	116	111	0.299	0.18	0.354	0.397	0.284	0.216	0.276	0.276	0.362	0.129	0.172	0.103	0.328	0.44	0.422	0.267	0.112	0.112																				
GB17876	XM_393851	3063	27824	976	31863	3063	0.982604623	0.985296959	1.032098418	0.997267488	-0.003947578	0.4438	0.1332	0.5562	0.1617	0.8668	0.8383	NS	FBgn0004551	278	5	0.042844	0.039721	GB17876-RA	0.563	GB17876-RA	50.68	GB17876-RA	1020	978	0.528	0.642	0.474	0.529	0.397	0.657	0.184	0.323	0.222	0.174	0.248	0.365	0.286	0.28	0.122	0.356	0.149	0.292	XM_393851	0.32	chr12	5750005	5781868	XM_393851	31864	31864	29796	0.346974642	0.052160813	1.733441397	0.029250228	0.972062203	0.364344207	0.055660124	1.677910065	0.03119118	0.940278104	0.003947578
GB17877	XM_624730	696	12334	438	13468	696	1.05563999	0.972160562	0.972199448	1.085870001	0.118851395	0.906	0.9104	0.094	0.5113	0.0896	0.4887	NS		6156	4	0.53519	0.14392	GB17877-RA	0.71	GB17877-RA	51.27	GB17877-RA	231	221	0.44	0.412	0.453	0.506	0.377	0.437	0.186	0.281	0.268	0.212	0.255	0.152	0.307	0.342	0.294	0.294	0.121	0.286	XM_624730	0.39	chr13	4647099	4660567	XM_624730	13469	13469	12549	0.395575024	0.062889813	1.607770061	0.03964954	1.013635434	0.413738146	0.067443531	1.576607	0.042541304	0.994475185	0.118851395
GB17878	XM_001121506					2598													FBgn0034854	3641	4	0.4093	0.38798	GB17878-RA	0.887	GB17878-RA	34.37	GB17878-RA	865	845	0.237	0.086	0.31	0.385	0.218	0.108	0.212	0.272	0.365	0.125	0.156	0.043	0.403	0.51	0.527	0.26	0.062	0.065																				
GB17879	XM_001123180					549														7748	3	0.4189	0.50764	GB17879-RA	0.822	GB17879-RA	48.15	GB17879-RA	182	173	0.324	0.156	0.402	0.418	0.357	0.198	0.203	0.28	0.473	0.154	0.165	0.11	0.379	0.363	0.33	0.264	0.192	0.088																				
GB17880	XM_001123296					876																		GB17880-RA	0.67	GB17880-RA	44.06	GB17880-RA	291	281	0.446	0.399	0.468	0.56	0.357	0.419	0.137	0.271	0.326	0.282	0.206	0.22	0.302	0.371	0.254	0.278	0.151	0.199																				
GB17881	XM_001121951					1467													FBgn0015562	4162	4	0.26848	0.31012	GB17881-RA	0.9	GB17881-RA	33.33	GB17881-RA	488	473	0.202	0.072	0.263	0.25	0.254	0.1	0.34	0.426	0.5	0.105	0.16	0.041	0.41	0.32	0.4	0.145	0.094	0.059																				
GB17882	XM_392165	4134	5217	563	9914	4167													FBgn0051653	299	4	0.073741	0.0747	GB17882-RA	0.857	GB17882-RA	36.71	GB17882-RA	1388	1343	0.311	0.111	0.406	0.425	0.367	0.14	0.236	0.293	0.45	0.167	0.224	0.044	0.339	0.34	0.411	0.258	0.143	0.096	XM_392165	0.14	chr1	2142716	2152630	XM_392165	9915	9915	6752	0.216641452	0.008069397	0.691962813	0.016138794	1.383925626	0.285989336	0.011910079	0.587184917	0.022778026	1.122991153	
GB17883	XM_001122909					198																		GB17883-RA	0.857	GB17883-RA	35.38	GB17883-RA	65	62	0.256	0.161	0.301	0.277	0.292	0.2	0.292	0.292	0.415	0.015	0.138	0.062	0.431	0.415	0.385	0.262	0.154	0.138																				
