target_id	length	eff_length	est_counts	tpm
XM_016917572.1	1363	1194.21	0	0
XM_016917573.1	2143	1974.21	85.689	2.6897
XM_016917574.1	764	595.285	2.92799	0.304802
XM_016917575.1	775	606.285	0	0
XM_016917576.1	2166	1997.21	248.203	7.70115
XM_016917577.1	1269	1100.21	0	0
XM_016917578.1	1220	1051.21	10.9699	0.646677
XM_016917579.1	330	168.102	0	0
XM_016917580.1	3184	3015.21	8617.72	177.112
XM_016917581.1	1928	1759.21	13.703	0.482694
XM_016917582.1	405	238.645	2887.81	749.876
XM_016917583.1	1705	1536.21	0	0
XM_016917584.1	3804	3635.21	131.668	2.24451
XM_016917585.1	1373	1204.21	33.1103	1.70386
XM_016917586.1	2020	1851.21	88.5498	2.96418
XM_016917587.1	1931	1762.21	141.98	4.99279
XM_016917588.1	2038	1869.21	117.429	3.89306
XM_016917589.1	1953	1784.21	48.5772	1.68717
XM_016917590.1	647	478.338	170.037	22.0284
XM_016917591.1	858	689.285	196.153	17.6347
XM_016917592.1	1380	1211.21	12	0.613952
XM_016917593.1	246	94.3727	0	0
XM_016917594.1	420	253.25	0	0
XM_016917595.1	1462	1293.21	0	0
XM_016917596.1	723	554.285	2.09631	0.234366
XM_016917597.1	1254	1085.21	157.941	9.01893
XM_016917598.1	3011	2842.21	18.4173	0.401554
XM_016917599.1	768	599.285	8.03343	0.830693
XM_016917600.1	362	197.652	19.0955	5.98691
XM_016917601.1	300	140.939	0	0
XM_016917602.1	656	487.338	20.2648	2.57683
XM_016917603.1	1913	1744.21	0	0
XM_016917604.1	1541	1372.21	0	0
XM_016917605.1	1575	1406.21	371.188	16.3575
XM_016917606.1	2406	2237.21	16.6544	0.461312
XM_016917607.1	1235	1066.21	59.7578	3.47316
XM_016917608.1	1231	1062.21	0	0
XM_016917609.1	354	190.224	0	0
XM_016917610.1	1269	1100.21	0	0
XM_016917611.1	480	312.193	0	0
XM_016917612.1	685	516.338	0	0
XM_016917613.1	786	617.285	0	0
XM_016917614.1	574	405.476	0	0
XM_016917615.1	499	330.967	0	0
XM_016917616.1	861	692.285	0	0
XM_016917617.1	1263	1094.21	1	0.0566333
XM_016917618.1	2303	2134.21	1119.01	32.4916
XM_016917619.1	2118	1949.21	114.596	3.64321
XM_016917620.1	2468	2299.21	2.12326	0.0572266
XM_016917621.1	1274	1105.21	82.5046	4.62601
XM_016917622.1	610	441.476	0	0
XM_016917623.1	414	247.401	0	0
XM_016917624.1	1308	1139.21	0	0
XM_016917625.1	585	416.476	0	0
XM_016917626.1	830	661.285	0	0
XM_016917627.1	774	605.285	0	0
XM_016917628.1	463	295.405	55	11.5377
XM_016917629.1	583	414.476	0	0
XM_016917630.1	555	386.555	0	0
XM_016917631.1	835	666.285	0	0
XM_016917632.1	609	440.476	0	0
XM_016917633.1	1017	848.211	12.4554	0.909968
XM_016917634.1	844	675.285	0	0
XM_016917635.1	2628	2459.21	528.987	13.3298
XM_016917636.1	554	385.555	0	0
XM_016917637.1	703	534.285	0	0
XM_016917638.1	1245	1076.21	0	0
XM_016917639.1	1088	919.211	30	2.02246
XM_016917640.1	1547	1378.21	0	0
XM_016917641.1	355	191.185	0	0
XM_016917642.1	2076	1907.21	156.594	5.08803
XM_016917643.1	546	377.555	6.10945	1.00275
XM_016917644.1	431	263.914	0	0
XM_016917645.1	537	368.555	0	0
XM_016917646.1	954	785.211	0	0
XM_016917647.1	788	619.285	0	0
XM_016917648.1	2633	2464.21	0	0
XM_016917649.1	365	200.45	636.281	196.706
XM_016917650.1	2460	2291.21	26.4941	0.716566
XM_016917651.1	558	389.517	0	0
XM_016917652.1	373	208.035	0	0
XM_016917653.1	468	300.345	1.16124	0.239594
XM_016917654.1	3378	3209.21	9.50595	0.183557
XM_016917655.1	423	256.147	0	0
XM_016917656.1	940	771.211	0	0
XM_016917657.1	1032	863.211	0	0
XM_016917658.1	578	409.476	2.9631	0.448426
XM_016917659.1	1239	1070.21	2	0.115807
XM_016917660.1	969	800.211	0	0
XM_016917661.1	578	409.476	0	0
XM_016917662.1	1929	1760.21	623.163	21.9387
XM_016917663.1	1510	1341.21	85.736	3.96131
XM_016917664.1	1508	1339.21	96.8121	4.47975
XM_016917665.1	1416	1247.21	12.3638	0.614307
XM_016917666.1	1304	1135.21	63.5797	3.47068
XM_016917667.1	1234	1065.21	7.87216	0.457964
XM_016917668.1	1302	1133.21	26.0494	1.42449
XM_016917669.1	1323	1154.21	14.5705	0.78228
XM_016917670.1	1321	1152.21	0	0
XM_016917671.1	1399	1230.21	22.8157	1.14928
XM_016917672.1	1292	1123.21	95.4902	5.2683
XM_016917673.1	1124	955.211	0	0
XM_016917674.1	849	680.285	0	0
XM_016917675.1	897	728.285	0	0
XM_016917676.1	432	264.887	0	0
XM_016917677.1	1156	987.211	2182.99	137.03
XM_016917678.1	860	691.285	0	0
XM_016917679.1	809	640.285	286.006	27.6806
XM_016917680.1	676	507.338	7.05735	0.86202
XM_016917681.1	822	653.285	0	0
XM_016917682.1	839	670.285	0	0
XM_016917683.1	525	356.629	0	0
XM_016917684.1	927	758.211	16	1.30768
XM_016917685.1	307	147.116	607	255.683
XM_016917686.1	7406	7237.21	103.263	0.884189
XM_016917687.1	7406	7237.21	8.94138e-08	7.65608e-10
XM_016917688.1	768	599.285	0	0
XM_016917689.1	541	372.555	0	0
XM_016917690.1	645	476.338	0	0
XM_016917691.1	3347	3178.21	64.5456	1.25851
XM_016917692.1	3604	3435.21	913.949	16.487
XM_016917693.1	737	568.285	158.813	17.3178
XM_016917694.1	1966	1797.21	74.3222	2.56267
XM_016917695.1	2907	2738.21	376.051	8.51046
XM_016917696.1	345	181.868	0	0
XM_016917697.1	936	767.211	113.523	9.16946
XM_016917698.1	581	412.476	15.6423	2.35004
XM_016917699.1	987	818.211	0	0
XM_016917700.1	1577	1408.21	291.571	12.8307
XM_016917701.1	821	652.285	0	0
XM_016917702.1	580	411.476	0	0
XM_016917703.1	314	153.525	0	0
XM_016917704.1	549	380.555	0	0
XM_016917705.1	741	572.285	0	0
XM_016917706.1	433	265.861	0	0
XM_016917707.1	972	803.211	0	0
XM_016917708.1	1365	1196.21	0	0
XM_016917709.1	1020	851.211	9.7171	0.707412
XM_016917710.1	2222	2053.21	334.543	10.097
XM_016917711.1	880	711.285	0	0
XM_016917712.1	2217	2048.21	61.0609	1.8474
XM_016917713.1	788	619.285	0	0
XM_016917714.1	948	779.211	0	0
XM_016917715.1	714	545.285	0	0
XM_016917716.1	466	298.375	8.56057	1.77792
XM_016917717.1	529	360.629	437.795	75.2287
XM_016917718.1	582	413.476	19.7497	2.95994
XM_016917719.1	830	661.285	0	0
XM_016917720.1	876	707.285	0	0
XM_016917721.1	679	510.338	0	0
XM_016917722.1	2211	2042.21	50.8058	1.54165
XM_016917723.1	1269	1100.21	0	0
XM_016917724.1	2998	2829.21	3	0.0657096
XM_016917725.1	1536	1367.21	976.348	44.2529
XM_016917726.1	1104	935.211	34.5887	2.29191
XM_016917727.1	705	536.285	0	0
XM_016917728.1	1130	961.211	10.8092	0.696861
XM_016917729.1	1579	1410.21	126.461	5.55706
XM_016917730.1	1481	1312.21	645.543	30.4856
XM_016917731.1	420	253.25	197.22	48.2586
XM_016917732.1	855	686.285	0	0
XM_016917733.1	9920	9751.21	7257.41	46.1207
XM_016917734.1	5031	4862.21	2407	30.6772
XM_016917735.1	490	322.065	7.81063e-06	1.50285e-06
XM_016917736.1	1810	1641.21	15.0858	0.569611
XM_016917737.1	730	561.285	0	0
XM_016917738.1	1049	880.211	0	0
XM_016917739.1	1063	894.211	0	0
XM_016917740.1	3993	3824.21	946	15.3293
XM_016917741.1	1512	1343.21	0	0
XM_016917742.1	984	815.211	0	0
XM_016917743.1	4921	4752.21	0	0
XM_016917744.1	714	545.285	0	0
XM_016917745.1	531	362.629	0	0
XM_016917746.1	321	159.876	0	0
XM_016917747.1	538	369.555	0	0
XM_016917748.1	9815	9646.21	212.931	1.36791
XM_016917749.1	906	737.285	0	0
XM_016917750.1	1347	1178.21	0	0
XM_016917751.1	452	284.695	0	0
XM_016917752.1	406	239.621	0	0
XM_016917753.1	8285	8116.21	574.214	4.38423
XM_016917754.1	973	804.211	62.0562	4.78177
XM_016917755.1	609	440.476	0	0
XM_016917756.1	4112	3943.21	540.318	8.49126
XM_016917757.1	703	534.285	297.631	34.5206
XM_016917758.1	827	658.285	0	0
XM_016917759.1	975	806.211	55.4194	4.25977
XM_016917760.1	515	346.664	0	0
XM_016917761.1	827	658.285	4.00473	0.376992
XM_016917762.1	3838	3669.21	14.849	0.250783
XM_016917763.1	935	766.211	0	0
XM_016917764.1	1079	910.211	0	0
XM_016917765.1	1633	1464.21	270.7	11.4567
XM_016917766.1	1249	1080.21	11.9613	0.686185
XM_016917767.1	600	431.476	0	0
XM_016917768.1	859	690.285	0	0
XM_016917769.1	828	659.285	3	0.281982
XM_016917770.1	885	716.285	0	0
XM_016917771.1	664	495.338	9.3471	1.16936
XM_016917772.1	1722	1553.21	0	0
XM_016917773.1	1166	997.211	11.7162	0.728067
XM_016917774.1	652	483.338	0	0
XM_016917775.1	2652	2483.21	0.0743057	0.00185431
XM_016917776.1	1583	1414.21	0	0
XM_016917777.1	745	576.285	0	0
XM_016917778.1	927	758.211	4.54681	0.371612
XM_016917779.1	8292	8123.21	4992.36	38.0847
XM_016917780.1	439	271.807	0	0
XM_016917781.1	596	427.476	0	0
XM_016917782.1	1104	935.211	0	0
XM_016917783.1	515	346.664	0	0
XM_016917784.1	1066	897.211	18	1.24323
XM_016917785.1	513	344.664	0	0
XM_016917786.1	2310	2141.21	2491.19	72.0977
XM_016917787.1	2148	1979.21	4468.76	139.916
XM_016917788.1	2281	2112.21	158.267	4.64331
XM_016917789.1	1985	1816.21	100.636	3.43368
XM_016917790.1	1966	1797.21	186.44	6.42856
XM_016917791.1	5314	5145.21	0	0
XM_016917792.1	11220	11051.2	92.804	0.520391
XM_016917793.1	2555	2386.21	144.115	3.74259
XM_016917794.1	2275	2106.21	12.6076	0.370941
XM_016917795.1	1468	1299.21	17	0.810853
XM_016917796.1	3461	3292.21	7.34027	0.138165
XM_016917797.1	1233	1064.21	61.3826	3.5743
XM_016917798.1	3684	3515.21	844.928	14.895
XM_016917799.1	1867	1698.21	48.2322	1.76002
XM_016917800.1	1875	1706.21	0	0
XM_016917801.1	6561	6392.21	0	0
XM_016917802.1	1578	1409.21	10.9798	0.482828
XM_016917803.1	2135	1966.21	20.2802	0.639169
XM_016917804.1	1430	1261.21	0	0
XM_016917805.1	1645	1476.21	58.3182	2.4481
XM_016917806.1	1869	1700.21	879.871	32.0693
XM_016917807.1	4120	3951.21	899.477	14.107
XM_016917808.1	2904	2735.21	22.0937	0.500555
XM_016917809.1	618	449.476	336	46.3239
XM_016917810.1	6328	6159.21	10.0997	0.101615
XM_016917811.1	3226	3057.21	2109.38	42.7566
XM_016917812.1	615	446.476	225.458	31.2925
XM_016917813.1	615	446.476	34.6858	4.81423
XM_016917814.1	3508	3339.21	320.09	5.9402
XM_016917815.1	1931	1762.21	745	26.1982
XM_016917816.1	824	655.285	347.516	32.8638
XM_016917817.1	2429	2260.21	0	0
XM_016917818.1	2272	2103.21	0	0
XM_016917819.1	2328	2159.21	0	0
XM_016917820.1	916	747.211	11.5361	0.956725
XM_016917821.1	1138	969.211	274	17.5188
XM_016917822.1	1723	1554.21	8.95975	0.357239
XM_016917823.1	4741	4572.21	329.163	4.46126
XM_016917824.1	1498	1329.21	107.852	5.02815
XM_016917825.1	1552	1383.21	16.9719	0.760353
XM_016917826.1	1965	1796.21	23.6565	0.816142
XM_016917827.1	1920	1751.21	1167.77	41.3229
XM_016917828.1	611	442.476	107	14.9853
XM_016917829.1	1612	1443.21	82.9632	3.56229
XM_016917830.1	1778	1609.21	951.768	36.6514
XM_016917831.1	1641	1472.21	77.7514	3.27274
XM_016917832.1	1536	1367.21	83.4808	3.78377
XM_016917833.1	2386	2217.21	35.1775	0.983175
XM_016917834.1	2186	2017.21	22.6538	0.695927
XM_016917835.1	2220	2051.21	72.6984	2.19628
XM_016917836.1	1376	1207.21	89	4.56857
XM_016917837.1	4538	4369.21	1706	24.1963
XM_016917838.1	2681	2512.21	547	13.4929
XM_016917839.1	900	731.285	217	18.3885
XM_016917840.1	2089	1920.21	0	0
XM_016917841.1	1906	1737.21	0	0
XM_016917842.1	1093	924.211	0	0
XM_016917843.1	3742	3573.21	2.01224	0.0348974
XM_016917844.1	922	753.211	0	0
XM_016917845.1	2735	2566.21	29.8362	0.720485
XM_016917846.1	2666	2497.21	824.164	20.4518
XM_016917847.1	1089	920.211	0	0
XM_016917848.1	4193	4024.21	0	0
XM_016917849.1	4073	3904.21	0	0
XM_016917850.1	2742	2573.21	0	0
XM_016917851.1	692	523.338	1	0.118411
XM_016917852.1	885	716.285	0	0
XM_016917853.1	1695	1526.21	7	0.284221
XM_016917854.1	2337	2168.21	61.6798	1.76285
XM_016917855.1	1853	1684.21	236.787	8.71234
XM_016917856.1	1967	1798.21	47.3213	1.63076
XM_016917857.1	3112	2943.21	1348.91	28.4011
XM_016917858.1	2518	2349.21	222	5.85604
XM_016917859.1	687	518.338	2	0.239106
XM_016917860.1	2053	1884.21	2	0.0657769
XM_016917861.1	2544	2375.21	0.999467	0.0260759
XM_016917862.1	917	748.211	2	0.165645
XM_016917863.1	1930	1761.21	140.483	4.94295
XM_016917864.1	2127	1958.21	211.448	6.69141
XM_016917865.1	1724	1555.21	929.564	37.0393
XM_016917866.1	3540	3371.21	162.847	2.99342
XM_016917867.1	2409	2240.21	235.103	6.50342
XM_016917868.1	2362	2193.21	468.897	13.2486
XM_016917869.1	1167	998.211	22.3583	1.388
XM_016917870.1	2134	1965.21	610.9	19.2634
XM_016917871.1	2139	1970.21	157.979	4.96888
XM_016917872.1	2108	1939.21	64.348	2.05628
XM_016917873.1	2170	2001.21	424.766	13.1531
XM_016917874.1	2158	1989.21	54.0084	1.68249
XM_016917875.1	1535	1366.21	5611	254.505
XM_016917876.1	2216	2047.21	982	29.725
XM_016917877.1	1548	1379.21	0	0
XM_016917878.1	899	730.285	316	26.8144
XM_016917879.1	2835	2666.21	53.3235	1.23936
XM_016917880.1	3321	3152.21	0.52604	0.0103413
XM_016917881.1	3306	3137.21	158.732	3.13541
XM_016917882.1	3325	3156.21	67.6284	1.32781
XM_016917883.1	3316	3147.21	72.0682	1.41903
XM_016917884.1	3274	3105.21	23.6903	0.472772
XM_016917885.1	1589	1420.21	0	0
XM_016917886.1	3289	3120.21	115	2.28395
XM_016917887.1	549	380.555	276	44.9432
XM_016917888.1	4491	4322.21	14.7715	0.211783
XM_016917889.1	3680	3511.21	8.46925	0.149472
XM_016917890.1	3597	3428.21	0	0
XM_016917891.1	999	830.211	334	24.9305
XM_016917892.1	14036	13867.2	7718	34.4896
XM_016917893.1	2974	2805.21	16.1554	0.356882
XM_016917894.1	2877	2708.21	0	0
XM_016917895.1	3972	3803.21	28.5129	0.464583
XM_016917896.1	4187	4018.21	46.1352	0.711496
XM_016917897.1	2839	2670.21	12.5788	0.291922
XM_016917898.1	1801	1632.21	119.933	4.55338
XM_016917899.1	2768	2599.21	0	0
XM_016917900.1	1480	1311.21	61.5856	2.91058
XM_016917901.1	1327	1158.21	163.814	8.76468
XM_016917902.1	1101	932.211	64.6005	4.29433
XM_016917903.1	2832	2663.21	246.346	5.73209
XM_016917904.1	775	606.285	62.2083	6.35836
XM_016917905.1	1156	987.211	22.409	1.40665
XM_016917906.1	1202	1033.21	0	0
XM_016917907.1	978	809.211	131.539	10.0732
XM_016917908.1	887	718.285	0	0
XM_016917909.1	1158	989.211	2.2253	0.139403
XM_016917910.1	764	595.285	0	0
XM_016917911.1	1200	1031.21	0	0
XM_016917912.1	5805	5636.21	35.2541	0.38761
XM_016917913.1	1856	1687.21	105.007	3.85676
XM_016917914.1	3953	3784.21	146.032	2.39136
XM_016917915.1	1522	1353.21	770	35.2613
XM_016917916.1	1150	981.211	72.2674	4.56408
XM_016917917.1	1596	1427.21	20.1134	0.873314
XM_016917918.1	791	622.285	0	0
XM_016917919.1	1338	1169.21	0	0
XM_016917920.1	407	240.621	0	0
XM_016917921.1	3213	3044.21	10.8478	0.220822
XM_016917922.1	2558	2389.21	55.249	1.43299
XM_016917923.1	2503	2334.21	149.791	3.97667
XM_016917924.1	848	679.285	12.0498	1.09926
XM_016917925.1	2092	1923.21	173.895	5.60315
XM_016917926.1	1901	1732.21	0	0
XM_016917927.1	1826	1657.21	274.6	10.2682
XM_016917928.1	1657	1488.21	46.5052	1.93647
XM_016917929.1	1800	1631.21	405	15.3857
XM_016917930.1	6346	6177.21	15.1265	0.151746
XM_016917931.1	5960	5791.21	258.874	2.77007
XM_016917932.1	2427	2258.21	21	0.576273
XM_016917933.1	904	735.285	0	0
XM_016917934.1	881	712.285	0	0
XM_016917935.1	878	709.285	0	0
XM_016917936.1	891	722.285	0	0
XM_016917937.1	1956	1787.21	76.9674	2.66873
XM_016917938.1	1939	1770.21	430	15.0528
XM_016917939.1	862	693.285	0	0
XM_016917940.1	840	671.285	4	0.369255
XM_016917941.1	1252	1083.21	552.859	31.6282
XM_016917942.1	1093	924.211	316.585	21.2272
XM_016917943.1	704	535.285	244.192	28.2696
XM_016917944.1	1472	1303.21	0	0
XM_016917945.1	1349	1180.21	508	26.6733
XM_016917946.1	1347	1178.21	89.571	4.71105
XM_016917947.1	1251	1082.21	0	0
XM_016917948.1	605	436.476	886.553	125.868
XM_016917949.1	3582	3413.21	819.725	14.8826
XM_016917950.1	3486	3317.21	56.2342	1.05051
XM_016917951.1	805	636.285	1	0.0973916
XM_016917952.1	1846	1677.21	551	20.3581
XM_016917953.1	754	585.285	0	0
XM_016917954.1	1901	1732.21	1	0.0357744
XM_016917955.1	5431	5262.21	801.952	9.44394
XM_016917956.1	1352	1183.21	1.39468e-05	7.30443e-07
XM_016917957.1	1341	1172.21	0.999986	0.0528642
XM_016917958.1	735	566.285	4	0.437722
XM_016917959.1	2882	2713.21	10.8625	0.248095
XM_016917960.1	621	452.476	0	0
XM_016917961.1	1125	956.211	0	0
XM_016917962.1	2239	2070.21	88	2.63415
XM_016917963.1	2203	2034.21	28.9215	0.881044
XM_016917964.1	1860	1691.21	0	0
XM_016917965.1	1730	1561.21	0	0
XM_016917966.1	2264	2095.21	2.5054	0.0741009
XM_016917967.1	1641	1472.21	1	0.0420923
XM_016917968.1	1269	1100.21	0	0
XM_016917969.1	1525	1356.21	0	0
XM_016917970.1	1942	1773.21	0	0
XM_016917971.1	1823	1654.21	0	0
XM_016917972.1	1611	1442.21	31.7341	1.36355
XM_016917973.1	2189	2020.21	1007.9	30.9169
XM_016917974.1	1540	1371.21	40.6337	1.83635
XM_016917975.1	3992	3823.21	0	0
XM_016917976.1	3849	3680.21	148.699	2.50385
XM_016917977.1	3860	3691.21	0	0
XM_016917978.1	2829	2660.21	283.707	6.60886
XM_016917979.1	2815	2646.21	0	0
XM_016917980.1	3350	3181.21	0	0
XM_016917981.1	4149	3980.21	440.452	6.85749
XM_016917982.1	4437	4268.21	735.902	10.6843
XM_016917983.1	2306	2137.21	0	0
XM_016917984.1	2331	2162.21	53.2998	1.52757
XM_016917985.1	2288	2119.21	15.1403	0.442725
XM_016917986.1	2288	2119.21	0	0
XM_016917987.1	2313	2144.21	21.603	0.624339
XM_016917988.1	2296	2127.21	0	0
XM_016917989.1	1235	1066.21	3475.24	201.983
XM_016917990.1	2035	1866.21	0	0
XM_016917991.1	1139	970.211	33.756	2.15604
XM_016917992.1	4610	4441.21	5.27118e-07	7.35495e-09
XM_016917993.1	4219	4050.21	1.32378e-08	2.0254e-10
XM_016917994.1	4198	4029.21	149.14	2.29376
XM_016917995.1	3776	3607.21	0.167672	0.00288047
XM_016917996.1	3776	3607.21	0	0
XM_016917997.1	3689	3520.21	0.000572311	1.00748e-05
XM_016917998.1	5573	5404.21	36.018	0.41301
XM_016917999.1	3896	3727.21	0	0
XM_016918000.1	3863	3694.21	0	0
XM_016918001.1	5803	5634.21	288.173	3.16952
XM_016918002.1	5606	5437.21	11.8384	0.134924
XM_016918003.1	3990	3821.21	839	13.6061
XM_016918004.1	356	192.068	164	52.9129
XM_016918005.1	1263	1094.21	0	0
XM_016918006.1	7057	6888.21	3054	27.4749
XM_016918007.1	2071	1902.21	795	25.8989
XM_016918008.1	2815	2646.21	8	0.187344
XM_016918009.1	3521	3352.21	4.04041	0.0746907
XM_016918010.1	4504	4335.21	20.764	0.296808
XM_016918011.1	2011	1842.21	120.982	4.06963
XM_016918012.1	4788	4619.21	2938	39.4146
XM_016918013.1	4035	3866.21	0	0
XM_016918014.1	1169	1000.21	4	0.247823
XM_016918015.1	2014	1845.21	221	7.42197
XM_016918016.1	3188	3019.21	1587	32.5729
XM_016918017.1	2424	2255.21	14.0444	0.385914
XM_016918018.1	584	415.476	0	0
XM_016918019.1	3853	3684.21	0	0
XM_016918020.1	3196	3027.21	13	0.266118
XM_016918021.1	4068	3899.21	540	8.58203
XM_016918022.1	3411	3242.21	340	6.49846
XM_016918023.1	2088	1919.21	3098	100.03
XM_016918024.1	832	663.285	26	2.42911
XM_016918025.1	3042	2873.21	1146	24.7167
XM_016918026.1	659	490.338	0	0
XM_016918027.1	1350	1181.21	48	2.51818
XM_016918028.1	573	404.476	432	66.1856
XM_016918029.1	1753	1584.21	0	0
XM_016918030.1	1640	1471.21	3	0.126363
XM_016918031.1	1863	1694.21	0	0
XM_016918032.1	1745	1576.21	0	0
XM_016918033.1	1779	1610.21	0	0
XM_016918034.1	1667	1498.21	0	0
XM_016918035.1	1802	1633.21	0	0
XM_016918036.1	1706	1537.21	0	0
XM_016918037.1	1735	1566.21	0	0
XM_016918038.1	1389	1220.21	3.92106e-05	1.99132e-06
XM_016918039.1	1621	1452.21	0	0
XM_016918040.1	1510	1341.21	1	0.0462036
XM_016918041.1	1579	1410.21	0	0
XM_016918042.1	1619	1450.21	0	0
XM_016918043.1	1606	1437.21	0	0
XM_016918044.1	1538	1369.21	1	0.0452588
XM_016918045.1	1959	1790.21	0	0
XM_016918046.1	1550	1381.21	0	0
XM_016918047.1	1629	1460.21	0.963543	0.0408911
XM_016918048.1	1646	1477.21	0	0
XM_016918049.1	1501	1332.21	2	0.0930315
XM_016918050.1	1838	1669.21	0	0
XM_016918051.1	1656	1487.21	0	0
XM_016918052.1	1669	1500.21	0	0
XM_016918053.1	1040	871.211	0	0
XM_016918054.1	969	800.211	0	0
XM_016918055.1	897	728.285	2	0.170177
XM_016918056.1	3075	2906.21	679.215	14.4828
XM_016918057.1	2880	2711.21	78.7853	1.80076
XM_016918058.1	3107	2938.21	7844	165.435
XM_016918059.1	1844	1675.21	33	1.22072
XM_016918060.1	4021	3852.21	19.7068	0.317014
XM_016918061.1	2302	2133.21	0	0
XM_016918062.1	2301	2132.21	656.548	19.0814
XM_016918063.1	2304	2135.21	0	0
XM_016918064.1	2045	1876.21	454.018	14.9956
XM_016918065.1	3325	3156.21	476.538	9.35631
XM_016918066.1	3341	3172.21	183.447	3.58363
XM_016918067.1	4461	4292.21	186.204	2.68832
XM_016918068.1	7536	7367.21	0	0
XM_016918069.1	8290	8121.21	0	0
XM_016918070.1	8492	8323.21	51.3589	0.382382
XM_016918071.1	8244	8075.21	34.9159	0.267943
XM_016918072.1	8486	8317.21	883.162	6.58015
XM_016918073.1	7298	7129.21	29.9504	0.260336
XM_016918074.1	8269	8100.21	426.056	3.25945
XM_016918075.1	5284	5115.21	0	0
XM_016918076.1	5281	5112.21	309.012	3.74575
XM_016918077.1	5257	5088.21	98.9561	1.20518
XM_016918078.1	5257	5088.21	0	0
XM_016918079.1	5230	5061.21	103.431	1.26639
XM_016918080.1	1726	1557.21	6	0.238768
XM_016918081.1	3222	3053.21	17.0465	0.345981
XM_016918082.1	2288	2119.21	0	0
XM_016918083.1	2213	2044.21	551.362	16.7141
XM_016918084.1	2356	2187.21	82.3216	2.33236
XM_016918085.1	1082	913.211	28	1.90003
XM_016918086.1	2124	1955.21	25.7525	0.816206
XM_016918087.1	7914	7745.21	0	0
XM_016918088.1	7844	7675.21	0	0
XM_016918089.1	3417	3248.21	0	0
XM_016918090.1	3080	2911.21	267.36	5.69109
XM_016918091.1	3250	3081.21	418.378	8.41435
XM_016918092.1	3162	2993.21	42.4581	0.879015
XM_016918093.1	4914	4745.21	44.9059	0.586437
XM_016918094.1	2284	2115.21	10	0.292967
XM_016918095.1	14105	13936.2	9145	40.6642
XM_016918096.1	8506	8337.21	1378.38	10.2452
XM_016918097.1	8576	8407.21	580.195	4.27657
XM_016918098.1	3445	3276.21	43.8965	0.830293
XM_016918099.1	3380	3211.21	1143.19	22.0609
XM_016918100.1	3033	2864.21	14.9129	0.322648
XM_016918101.1	11654	11485.2	0	0
XM_016918102.1	2952	2783.21	479.755	10.6818
XM_016918103.1	3113	2944.21	0	0
XM_016918104.1	2832	2663.21	147.272	3.42679
XM_016918105.1	1304	1135.21	5.72824	0.312693
XM_016918106.1	1589	1420.21	35.2718	1.53903
XM_016918107.1	5247	5078.21	0	0
XM_016918108.1	11624	11455.2	92.0916	0.498184
XM_016918109.1	5460	5291.21	0	0
XM_016918110.1	4593	4424.21	0	0
XM_016918111.1	5122	4953.21	0	0
XM_016918112.1	4693	4524.21	14.2935	0.19578
XM_016918113.1	4480	4311.21	0	0
XM_016918114.1	4355	4186.21	970.453	14.3657
XM_016918115.1	4660	4491.21	0	0
XM_016918116.1	5215	5046.21	375.374	4.60969
XM_016918117.1	5109	4940.21	0	0
XM_016918118.1	4522	4353.21	85.3879	1.21551
XM_016918119.1	11603	11434.2	0	0
XM_016918120.1	5324	5155.21	164.389	1.97605
XM_016918121.1	6072	5903.21	11.6239	0.122022
XM_016918122.1	6074	5905.21	0	0
XM_016918123.1	4711	4542.21	10.0465	0.137063
XM_016918124.1	11588	11419.2	62.9683	0.341711
XM_016918125.1	2813	2644.21	177.192	4.15262
XM_016918126.1	11576	11407.2	676.602	3.67559
XM_016918127.1	11564	11395.2	0	0
XM_016918128.1	13987	13818.2	4494.33	20.1551
XM_016918129.1	2076	1907.21	161	5.23119
XM_016918130.1	2724	2555.21	83.8109	2.03258
XM_016918131.1	11537	11368.2	9.19735e-07	5.01353e-09
XM_016918132.1	3546	3377.21	130	2.38538
XM_016918133.1	11513	11344.2	0	0
XM_016918134.1	11498	11329.2	0.0200716	0.000109788
XM_016918135.1	4310	4141.21	1541	23.0594
XM_016918136.1	1987	1818.21	431.193	14.696
XM_016918137.1	1866	1697.21	46.5689	1.70033
XM_016918138.1	11483	11314.2	1017.72	5.57411
XM_016918139.1	1344	1175.21	42.515	2.24182
XM_016918140.1	1173	1004.21	31.9379	1.97085
XM_016918141.1	11447	11278.2	237.602	1.30552
XM_016918142.1	1552	1383.21	218.418	9.78529
XM_016918143.1	1085	916.211	591.196	39.9861
XM_016918144.1	6810	6641.21	31.974	0.298348
XM_016918145.1	3919	3750.21	4.87001	0.0804724
XM_016918146.1	734	565.285	82.4816	9.04197
XM_016918147.1	6207	6038.21	235.499	2.41688
XM_016918148.1	6111	5942.21	1541.02	16.0707
XM_016918149.1	1145	976.211	338	21.4559
XM_016918150.1	1307	1138.21	161	8.76549
XM_391818.6	4660	4491.21	1732.67	23.907
XM_391822.6	666	497.338	486.404	60.6064
XM_391824.5	3914	3745.21	115.924	1.91809
XM_391829.6	3822	3653.21	10358	175.701
XM_391835.5	3537	3368.21	59.7437	1.09917
XM_391836.6	1496	1327.21	6103	284.955
XM_391838.6	3653	3484.21	671.858	11.9494
XM_391843.5	1680	1511.21	20213	828.855
XM_391844.5	2469	2300.21	4827	130.042
XM_391847.6	7219	7050.21	0	0
XM_391848.5	4553	4384.21	390.584	5.52073
